type,dim,n,k,time
bucket,6,2000,40,256287
bucket,7,2000,40,278539
bucket,1,3000,40,7831
bucket,2,3000,40,44966
bucket,3,3000,40,129954
bucket,4,3000,40,263761
bucket,5,3000,40,374263
bucket,6,3000,40,433944
bucket,7,3000,40,474616
bucket,1,4000,40,9176
bucket,2,4000,40,49281
bucket,3,4000,40,189392
bucket,4,4000,40,365875
bucket,5,4000,40,583983
bucket,6,4000,40,571466
bucket,7,4000,40,586513
bucket,1,5000,40,9482
bucket,2,5000,40,63148
bucket,3,5000,40,197051
bucket,4,5000,40,449280
bucket,5,5000,40,608983
bucket,6,5000,40,666646
bucket,7,5000,40,744722
bucket,1,6000,40,10310
bucket,2,6000,40,63632
bucket,3,6000,40,227908
bucket,4,6000,40,581173
bucket,5,6000,40,624965
bucket,6,6000,40,838736
bucket,7,6000,40,927909
bucket,1,7000,40,13319
bucket,2,7000,40,88307
bucket,3,7000,40,273816
bucket,4,7000,40,478815
bucket,5,7000,40,720443
bucket,6,7000,40,1139257
bucket,7,7000,40,1279942
bucket,1,8000,40,11827
bucket,2,8000,40,77768
bucket,3,8000,40,338815
bucket,4,8000,40,675181
bucket,5,8000,40,914967
bucket,6,8000,40,1242686
bucket,7,8000,40,1349978
bucket,1,9000,40,13528
bucket,2,9000,40,87476
bucket,3,9000,40,412996
bucket,4,9000,40,701314
bucket,5,9000,40,897944
bucket,6,9000,40,1347979
bucket,7,9000,40,1529531
bucket,1,10000,40,14856
bucket,2,10000,40,92554
bucket,3,10000,40,378933
bucket,4,10000,40,774188
bucket,5,10000,40,1091394
bucket,6,10000,40,1474351
bucket,7,10000,40,1741267
bucket,1,1000,50,5399
bucket,2,1000,50,21592
bucket,3,1000,50,69570
bucket,4,1000,50,104955
bucket,5,1000,50,125532
bucket,6,1000,50,154261
bucket,7,1000,50,165960
bucket,1,2000,50,8844
bucket,2,2000,50,35371
bucket,3,2000,50,85430
bucket,4,2000,50,164695
bucket,5,2000,50,275122
bucket,6,2000,50,286566
bucket,7,2000,50,352316
bucket,1,3000,50,10645
bucket,2,3000,50,46011
bucket,3,3000,50,144629
bucket,4,3000,50,279425
bucket,5,3000,50,395684
bucket,6,3000,50,443193
bucket,7,3000,50,506998
bucket,1,4000,50,9896
bucket,2,4000,50,54811
bucket,3,4000,50,211834
bucket,4,4000,50,380549
bucket,5,4000,50,529476
bucket,6,4000,50,602222
bucket,7,4000,50,636324
bucket,1,5000,50,10185
bucket,2,5000,50,63830
bucket,3,5000,50,206166
bucket,4,5000,50,484475
bucket,5,5000,50,660092
bucket,6,5000,50,746064
bucket,7,5000,50,807793
bucket,1,6000,50,11041
bucket,2,6000,50,70918
bucket,3,6000,50,224310
bucket,4,6000,50,605748
bucket,5,6000,50,649370
bucket,6,6000,50,911120
bucket,7,6000,50,962594
bucket,1,7000,50,11496
bucket,2,7000,50,94586
bucket,3,7000,50,279261
bucket,4,7000,50,497122
bucket,5,7000,50,709967
bucket,6,7000,50,983675
bucket,7,7000,50,1074461
bucket,1,8000,50,13202
bucket,2,8000,50,88025
bucket,3,8000,50,293075
bucket,4,8000,50,585816
bucket,5,8000,50,754845
bucket,6,8000,50,1116444
bucket,7,8000,50,1182219
bucket,1,9000,50,12318
bucket,2,9000,50,83058
bucket,3,9000,50,318668
bucket,4,9000,50,667715
bucket,5,9000,50,856333
bucket,6,9000,50,1217711
bucket,7,9000,50,1342907
bucket,1,10000,50,13679
bucket,2,10000,50,93483
bucket,3,10000,50,404676
bucket,4,10000,50,701650
bucket,5,10000,50,959029
bucket,6,10000,50,1381993
bucket,7,10000,50,1564680
kdtree,1,1000,10,109822
kdtree,2,1000,10,19502
kdtree,3,1000,10,17956
kdtree,4,1000,10,19473
kdtree,5,1000,10,28016
kdtree,6,1000,10,46352
kdtree,7,1000,10,71538
kdtree,1,2000,10,240452
kdtree,2,2000,10,30345
kdtree,3,2000,10,20730
kdtree,4,2000,10,25140
kdtree,5,2000,10,36077
kdtree,6,2000,10,56985
kdtree,7,2000,10,91344
kdtree,1,3000,10,330678
kdtree,2,3000,10,36370
kdtree,3,3000,10,24421
kdtree,4,3000,10,29720
kdtree,5,3000,10,44804
kdtree,6,3000,10,61723
kdtree,7,3000,10,98104
kdtree,1,4000,10,400621
kdtree,2,4000,10,40930
kdtree,3,4000,10,26383
kdtree,4,4000,10,33060
kdtree,5,4000,10,46190
kdtree,6,4000,10,84584
kdtree,7,4000,10,118426
kdtree,1,5000,10,530540
kdtree,2,5000,10,44384
kdtree,3,5000,10,28448
kdtree,4,5000,10,33692
kdtree,5,5000,10,54451
kdtree,6,5000,10,77642
kdtree,7,5000,10,130581
kdtree,1,6000,10,601878
kdtree,2,6000,10,50739
kdtree,3,6000,10,32725
kdtree,4,6000,10,36794
kdtree,5,6000,10,56985
kdtree,6,6000,10,87738
kdtree,7,6000,10,139094
kdtree,1,7000,10,688938
kdtree,2,7000,10,52962
kdtree,3,7000,10,32094
kdtree,4,7000,10,38935
kdtree,5,7000,10,52517
kdtree,6,7000,10,88573
kdtree,7,7000,10,142079
kdtree,1,8000,10,765470
kdtree,2,8000,10,58550
kdtree,3,8000,10,33253
kdtree,4,8000,10,38526
kdtree,5,8000,10,59953
kdtree,6,8000,10,90073
kdtree,7,8000,10,155269
kdtree,1,9000,10,851899
kdtree,2,9000,10,58172
kdtree,3,9000,10,34751
kdtree,4,9000,10,44840
kdtree,5,9000,10,57827
kdtree,6,9000,10,98843
kdtree,7,9000,10,145889
kdtree,1,10000,10,936991
kdtree,2,10000,10,76111
kdtree,3,10000,10,36681
kdtree,4,10000,10,42979
kdtree,5,10000,10,56734
kdtree,6,10000,10,105155
kdtree,7,10000,10,165816
kdtree,1,1000,20,129995
kdtree,2,1000,20,33599
kdtree,3,1000,20,24311
kdtree,4,1000,20,39263
kdtree,5,1000,20,40549
kdtree,6,1000,20,57219
kdtree,7,1000,20,77617
kdtree,1,2000,20,248583
kdtree,2,2000,20,46007
kdtree,3,2000,20,31163
kdtree,4,2000,20,35591
kdtree,5,2000,20,52177
kdtree,6,2000,20,72721
kdtree,7,2000,20,103043
kdtree,1,3000,20,367738
kdtree,2,3000,20,57174
kdtree,3,3000,20,37207
kdtree,4,3000,20,45192
kdtree,5,3000,20,61290
kdtree,6,3000,20,91411
kdtree,7,3000,20,132349
kdtree,1,4000,20,515054
kdtree,2,4000,20,65728
kdtree,3,4000,20,44103
kdtree,4,4000,20,46705
kdtree,5,4000,20,65575
kdtree,6,4000,20,93122
kdtree,7,4000,20,142174
kdtree,1,5000,20,617819
kdtree,2,5000,20,71394
kdtree,3,5000,20,44525
kdtree,4,5000,20,49136
kdtree,5,5000,20,67942
kdtree,6,5000,20,112769
kdtree,7,5000,20,156787
kdtree,1,6000,20,715385
kdtree,2,6000,20,81737
kdtree,3,6000,20,48154
kdtree,4,6000,20,51822
kdtree,5,6000,20,73761
kdtree,6,6000,20,109653
kdtree,7,6000,20,174647
kdtree,1,7000,20,859589
kdtree,2,7000,20,85534
kdtree,3,7000,20,50509
kdtree,4,7000,20,57879
kdtree,5,7000,20,74790
kdtree,6,7000,20,120083
kdtree,7,7000,20,187279
kdtree,1,8000,20,1015673
kdtree,2,8000,20,92276
kdtree,3,8000,20,52032
kdtree,4,8000,20,58221
kdtree,5,8000,20,77747
kdtree,6,8000,20,129522
kdtree,7,8000,20,184296
kdtree,1,9000,20,1084615
kdtree,2,9000,20,98111
kdtree,3,9000,20,55035
kdtree,4,9000,20,60279
kdtree,5,9000,20,81565
kdtree,6,9000,20,125916
kdtree,7,9000,20,200773
kdtree,1,10000,20,1202023
kdtree,2,10000,20,104370
kdtree,3,10000,20,58660
kdtree,4,10000,20,61625
kdtree,5,10000,20,82122
kdtree,6,10000,20,124932
kdtree,7,10000,20,202215
kdtree,1,1000,30,114835
kdtree,2,1000,30,35225
kdtree,3,1000,30,28916
kdtree,4,1000,30,33128
kdtree,5,1000,30,45385
kdtree,6,1000,30,63067
kdtree,7,1000,30,86679
kdtree,1,2000,30,239979
kdtree,2,2000,30,54462
kdtree,3,2000,30,37275
kdtree,4,2000,30,44678
kdtree,5,2000,30,57097
kdtree,6,2000,30,83241
kdtree,7,2000,30,120948
kdtree,1,3000,30,362863
kdtree,2,3000,30,69800
kdtree,3,3000,30,45764
kdtree,4,3000,30,51932
kdtree,5,3000,30,68362
kdtree,6,3000,30,98401
kdtree,7,3000,30,150157
kdtree,1,4000,30,470053
kdtree,2,4000,30,77589
kdtree,3,4000,30,50031
kdtree,4,4000,30,56374
kdtree,5,4000,30,72877
kdtree,6,4000,30,113875
kdtree,7,4000,30,166597
kdtree,1,5000,30,596616
kdtree,2,5000,30,86393
kdtree,3,5000,30,59042
kdtree,4,5000,30,63913
kdtree,5,5000,30,87106
kdtree,6,5000,30,130014
kdtree,7,5000,30,205892
kdtree,1,6000,30,720495
kdtree,2,6000,30,108728
kdtree,3,6000,30,63209
kdtree,4,6000,30,67477
kdtree,5,6000,30,85856
kdtree,6,6000,30,127141
kdtree,7,6000,30,198813
kdtree,1,7000,30,853917
kdtree,2,7000,30,109847
kdtree,3,7000,30,67885
kdtree,4,7000,30,73542
kdtree,5,7000,30,98152
kdtree,6,7000,30,144245
kdtree,7,7000,30,214802
kdtree,1,8000,30,951695
kdtree,2,8000,30,114646
kdtree,3,8000,30,72221
kdtree,4,8000,30,70966
kdtree,5,8000,30,99571
kdtree,6,8000,30,144625
kdtree,7,8000,30,222375
kdtree,1,9000,30,1078583
kdtree,2,9000,30,122792
kdtree,3,9000,30,74304
kdtree,4,9000,30,78266
kdtree,5,9000,30,104679
kdtree,6,9000,30,161928
kdtree,7,9000,30,231522
kdtree,1,10000,30,1220796
kdtree,2,10000,30,137827
kdtree,3,10000,30,81243
kdtree,4,10000,30,83955
kdtree,5,10000,30,108311
kdtree,6,10000,30,163423
kdtree,7,10000,30,260983
kdtree,1,1000,40,129018
kdtree,2,1000,40,44424
kdtree,3,1000,40,36386
kdtree,4,1000,40,44221
kdtree,5,1000,40,57202
kdtree,6,1000,40,77627
kdtree,7,1000,40,103434
kdtree,1,2000,40,267539
kdtree,2,2000,40,76666
kdtree,3,2000,40,54429
kdtree,4,2000,40,57332
kdtree,5,2000,40,73416
kdtree,6,2000,40,105872
kdtree,7,2000,40,149082
kdtree,1,3000,40,406045
kdtree,2,3000,40,86824
kdtree,3,3000,40,61024
kdtree,4,3000,40,67463
kdtree,5,3000,40,91982
kdtree,6,3000,40,129565
kdtree,7,3000,40,177795
kdtree,1,4000,40,544624
kdtree,2,4000,40,100110
kdtree,3,4000,40,68046
kdtree,4,4000,40,73878
kdtree,5,4000,40,94192
kdtree,6,4000,40,137297
kdtree,7,4000,40,195606
kdtree,1,5000,40,662354
kdtree,2,5000,40,114841
kdtree,3,5000,40,73523
kdtree,4,5000,40,79023
kdtree,5,5000,40,100405
kdtree,6,5000,40,144324
kdtree,7,5000,40,219119
kdtree,1,6000,40,818543
kdtree,2,6000,40,131920
kdtree,3,6000,40,82156
kdtree,4,6000,40,87011
kdtree,5,6000,40,105243
kdtree,6,6000,40,162728
kdtree,7,6000,40,244044
kdtree,1,7000,40,922594
kdtree,2,7000,40,126181
kdtree,3,7000,40,83409
kdtree,4,7000,40,85468
kdtree,5,7000,40,111136
kdtree,6,7000,40,168079
kdtree,7,7000,40,253728
kdtree,1,8000,40,1070938
kdtree,2,8000,40,146990
kdtree,3,8000,40,87066
kdtree,4,8000,40,92865
kdtree,5,8000,40,120329
kdtree,6,8000,40,184479
kdtree,7,8000,40,269651
kdtree,1,9000,40,1191225
kdtree,2,9000,40,160973
kdtree,3,9000,40,91435
kdtree,4,9000,40,94053
kdtree,5,9000,40,122537
kdtree,6,9000,40,181377
kdtree,7,9000,40,276436
kdtree,1,10000,40,1319019
kdtree,2,10000,40,163926
kdtree,3,10000,40,96599
kdtree,4,10000,40,110677
kdtree,5,10000,40,119729
kdtree,6,10000,40,195453
kdtree,7,10000,40,273704
kdtree,1,1000,50,127392
kdtree,2,1000,50,51494
kdtree,3,1000,50,44009
kdtree,4,1000,50,48588
kdtree,5,1000,50,62747
kdtree,6,1000,50,84359
kdtree,7,1000,50,106028
kdtree,1,2000,50,261582
kdtree,2,2000,50,75939
kdtree,3,2000,50,56461
kdtree,4,2000,50,62501
kdtree,5,2000,50,81168
kdtree,6,2000,50,111454
kdtree,7,2000,50,155179
kdtree,1,3000,50,399806
kdtree,2,3000,50,95629
kdtree,3,3000,50,68540
kdtree,4,3000,50,74858
kdtree,5,3000,50,116219
kdtree,6,3000,50,130217
kdtree,7,3000,50,187636
kdtree,1,4000,50,511664
kdtree,2,4000,50,109771
kdtree,3,4000,50,81849
kdtree,4,4000,50,83225
kdtree,5,4000,50,105849
kdtree,6,4000,50,149383
kdtree,7,4000,50,217675
kdtree,1,5000,50,672032
kdtree,2,5000,50,125379
kdtree,3,5000,50,84030
kdtree,4,5000,50,90859
kdtree,5,5000,50,114617
kdtree,6,5000,50,161420
kdtree,7,5000,50,234567
kdtree,1,6000,50,827962
kdtree,2,6000,50,142121
kdtree,3,6000,50,98157
kdtree,4,6000,50,100337
kdtree,5,6000,50,133634
kdtree,6,6000,50,179544
kdtree,7,6000,50,268634
kdtree,1,7000,50,944167
kdtree,2,7000,50,149249
kdtree,3,7000,50,97465
kdtree,4,7000,50,99775
kdtree,5,7000,50,151002
kdtree,6,7000,50,191367
kdtree,7,7000,50,305877
kdtree,1,8000,50,1103103
kdtree,2,8000,50,166864
kdtree,3,8000,50,103210
kdtree,4,8000,50,105166
kdtree,5,8000,50,138845
kdtree,6,8000,50,216828
kdtree,7,8000,50,300359
kdtree,1,9000,50,1218923
kdtree,2,9000,50,177046
kdtree,3,9000,50,112278
kdtree,4,9000,50,122830
kdtree,5,9000,50,164539
kdtree,6,9000,50,206382
kdtree,7,9000,50,310121
kdtree,1,10000,50,1456118
kdtree,2,10000,50,205740
kdtree,3,10000,50,123260
kdtree,4,10000,50,124846
kdtree,5,10000,50,165110
kdtree,6,10000,50,217429
kdtree,7,10000,50,331682
quadtree,2,1000,10,13822
quadtree,2,2000,10,20305
quadtree,2,3000,10,26853
quadtree,2,4000,10,29822
quadtree,2,5000,10,32620
quadtree,2,6000,10,41235
quadtree,2,7000,10,39910
quadtree,2,8000,10,41310
quadtree,2,9000,10,46437
quadtree,2,10000,10,47516
quadtree,2,1000,20,20440
quadtree,2,2000,20,29214
quadtree,2,3000,20,36185
quadtree,2,4000,20,44335
quadtree,2,5000,20,47138
quadtree,2,6000,20,54202
quadtree,2,7000,20,60409
quadtree,2,8000,20,62010
quadtree,2,9000,20,76692
quadtree,2,10000,20,71831
quadtree,2,1000,30,23211
quadtree,2,2000,30,36838
quadtree,2,3000,30,44665
quadtree,2,4000,30,51660
quadtree,2,5000,30,58498
quadtree,2,6000,30,60663
quadtree,2,7000,30,71574
quadtree,2,8000,30,74660
quadtree,2,9000,30,79655
quadtree,2,10000,30,93038
quadtree,2,1000,40,33209
quadtree,2,2000,40,48246
quadtree,2,3000,40,57215
quadtree,2,4000,40,73764
quadtree,2,5000,40,72426
quadtree,2,6000,40,94794
quadtree,2,7000,40,95327
quadtree,2,8000,40,92192
quadtree,2,9000,40,99931
quadtree,2,10000,40,113090
quadtree,2,1000,50,35320
quadtree,2,2000,50,45961
quadtree,2,3000,50,60079
quadtree,2,4000,50,73281
quadtree,2,5000,50,80751
quadtree,2,6000,50,95981
quadtree,2,7000,50,93660
quadtree,2,8000,50,107862
quadtree,2,9000,50,111582
quadtree,2,10000,50,117951
dumb,1,1000,10,21225
dumb,2,1000,10,30825
dumb,3,1000,10,39609
dumb,4,1000,10,52021
dumb,5,1000,10,61614
dumb,6,1000,10,73962
dumb,7,1000,10,84091
dumb,1,2000,10,42687
dumb,2,2000,10,62828
dumb,3,2000,10,79281
dumb,4,2000,10,107393
dumb,5,2000,10,120635
dumb,6,2000,10,146991
dumb,7,2000,10,207949
dumb,1,3000,10,73625
dumb,2,3000,10,116915
dumb,3,3000,10,124974
dumb,4,3000,10,154498
dumb,5,3000,10,201470
dumb,6,3000,10,212092
dumb,7,3000,10,225328
dumb,1,4000,10,85353
dumb,2,4000,10,117135
dumb,3,4000,10,146189
dumb,4,4000,10,190703
dumb,5,4000,10,237251
dumb,6,4000,10,266517
dumb,7,4000,10,299968
dumb,1,5000,10,101935
dumb,2,5000,10,138642
dumb,3,5000,10,173982
dumb,4,5000,10,220677
dumb,5,5000,10,270590
dumb,6,5000,10,312886
dumb,7,5000,10,347904
dumb,1,6000,10,119220
dumb,2,6000,10,188391
dumb,3,6000,10,208660
dumb,4,6000,10,264380
dumb,5,6000,10,322587
dumb,6,6000,10,400285
dumb,7,6000,10,418158
dumb,1,7000,10,131365
dumb,2,7000,10,189844
dumb,3,7000,10,227956
dumb,4,7000,10,303713
dumb,5,7000,10,359929
dumb,6,7000,10,406221
dumb,7,7000,10,454644
dumb,1,8000,10,143977
dumb,2,8000,10,200447
dumb,3,8000,10,250007
dumb,4,8000,10,316802
dumb,5,8000,10,404572
dumb,6,8000,10,461581
dumb,7,8000,10,532166
dumb,1,9000,10,158362
dumb,2,9000,10,220371
dumb,3,9000,10,276674
dumb,4,9000,10,358840
dumb,5,9000,10,442743
dumb,6,9000,10,508664
dumb,7,9000,10,599007
dumb,1,10000,10,207155
dumb,2,10000,10,261837
dumb,3,10000,10,355929
dumb,4,10000,10,410710
dumb,5,10000,10,521493
dumb,6,10000,10,625013
dumb,7,10000,10,805520
dumb,1,1000,20,27038
dumb,2,1000,20,34421
dumb,3,1000,20,44433
dumb,4,1000,20,57814
dumb,5,1000,20,71136
dumb,6,1000,20,81076
dumb,7,1000,20,122881
dumb,1,2000,20,50831
dumb,2,2000,20,102477
dumb,3,2000,20,90666
dumb,4,2000,20,110662
dumb,5,2000,20,136545
dumb,6,2000,20,157660
dumb,7,2000,20,264903
dumb,1,3000,20,89656
dumb,2,3000,20,121330
dumb,3,3000,20,141062
dumb,4,3000,20,180530
dumb,5,3000,20,228533
dumb,6,3000,20,295778
dumb,7,3000,20,295007
dumb,1,4000,20,99377
dumb,2,4000,20,149828
dumb,3,4000,20,184141
dumb,4,4000,20,267875
dumb,5,4000,20,282119
dumb,6,4000,20,311857
dumb,7,4000,20,360423
dumb,1,5000,20,120055
dumb,2,5000,20,180027
dumb,3,5000,20,220801
dumb,4,5000,20,333553
dumb,5,5000,20,370937
dumb,6,5000,20,389676
dumb,7,5000,20,440935
dumb,1,6000,20,156084
dumb,2,6000,20,199140
dumb,3,6000,20,253234
dumb,4,6000,20,334320
dumb,5,6000,20,429071
dumb,6,6000,20,474851
dumb,7,6000,20,511237
dumb,1,7000,20,171550
dumb,2,7000,20,231153
dumb,3,7000,20,291931
dumb,4,7000,20,373938
dumb,5,7000,20,447066
dumb,6,7000,20,495197
dumb,7,7000,20,550727
dumb,1,8000,20,175040
dumb,2,8000,20,246230
dumb,3,8000,20,297358
dumb,4,8000,20,377893
dumb,5,8000,20,483802
dumb,6,8000,20,538582
dumb,7,8000,20,611904
dumb,1,9000,20,201246
dumb,2,9000,20,275775
dumb,3,9000,20,343780
dumb,4,9000,20,434391
dumb,5,9000,20,523202
dumb,6,9000,20,600383
dumb,7,9000,20,661360
dumb,1,10000,20,214869
dumb,2,10000,20,308544
dumb,3,10000,20,361972
dumb,4,10000,20,476898
dumb,5,10000,20,578872
dumb,6,10000,20,672916
dumb,7,10000,20,745917
dumb,1,1000,30,25429
dumb,2,1000,30,35119
dumb,3,1000,30,43721
dumb,4,1000,30,57084
dumb,5,1000,30,68551
dumb,6,1000,30,79676
dumb,7,1000,30,90100
dumb,1,2000,30,46805
dumb,2,2000,30,65956
dumb,3,2000,30,86142
dumb,4,2000,30,117128
dumb,5,2000,30,131467
dumb,6,2000,30,152593
dumb,7,2000,30,169021
dumb,1,3000,30,66954
dumb,2,3000,30,99161
dumb,3,3000,30,120575
dumb,4,3000,30,148871
dumb,5,3000,30,197111
dumb,6,3000,30,229371
dumb,7,3000,30,263810
dumb,1,4000,30,90044
dumb,2,4000,30,139076
dumb,3,4000,30,168700
dumb,4,4000,30,204853
dumb,5,4000,30,250693
dumb,6,4000,30,291476
dumb,7,4000,30,334195
dumb,1,5000,30,106900
dumb,2,5000,30,152452
dumb,3,5000,30,183131
dumb,4,5000,30,241630
dumb,5,5000,30,293274
dumb,6,5000,30,362393
dumb,7,5000,30,400544
dumb,1,6000,30,144695
dumb,2,6000,30,201468
dumb,3,6000,30,263879
dumb,4,6000,30,312142
dumb,5,6000,30,370489
dumb,6,6000,30,405614
dumb,7,6000,30,503002
dumb,1,7000,30,160439
dumb,2,7000,30,216166
dumb,3,7000,30,270339
dumb,4,7000,30,336582
dumb,5,7000,30,447218
dumb,6,7000,30,497098
dumb,7,7000,30,556630
dumb,1,8000,30,175953
dumb,2,8000,30,248917
dumb,3,8000,30,304535
dumb,4,8000,30,424170
dumb,5,8000,30,514446
dumb,6,8000,30,626928
dumb,7,8000,30,672212
dumb,1,9000,30,197806
dumb,2,9000,30,283484
dumb,3,9000,30,346832
dumb,4,9000,30,448365
dumb,5,9000,30,564125
dumb,6,9000,30,640971
dumb,7,9000,30,699443
dumb,1,10000,30,204274
dumb,2,10000,30,297800
dumb,3,10000,30,385660
dumb,4,10000,30,473461
dumb,5,10000,30,595312
dumb,6,10000,30,693696
dumb,7,10000,30,862682
dumb,1,1000,40,25739
dumb,2,1000,40,37653
dumb,3,1000,40,44917
dumb,4,1000,40,59689
dumb,5,1000,40,71123
dumb,6,1000,40,82523
dumb,7,1000,40,92486
dumb,1,2000,40,48828
dumb,2,2000,40,65855
dumb,3,2000,40,90629
dumb,4,2000,40,123562
dumb,5,2000,40,136354
dumb,6,2000,40,150862
dumb,7,2000,40,203798
dumb,1,3000,40,81768
dumb,2,3000,40,110287
dumb,3,3000,40,130356
dumb,4,3000,40,154979
dumb,5,3000,40,195178
dumb,6,3000,40,248314
dumb,7,3000,40,260015
dumb,1,4000,40,93247
dumb,2,4000,40,128303
dumb,3,4000,40,169670
dumb,4,4000,40,235663
dumb,5,4000,40,311332
dumb,6,4000,40,313157
dumb,7,4000,40,347926
dumb,1,5000,40,114920
dumb,2,5000,40,166123
dumb,3,5000,40,212583
dumb,4,5000,40,260481
dumb,5,5000,40,315253
dumb,6,5000,40,424248
dumb,7,5000,40,663942
dumb,1,6000,40,162811
dumb,2,6000,40,210632
dumb,3,6000,40,265523
dumb,4,6000,40,334842
dumb,5,6000,40,417207
dumb,6,6000,40,482274
dumb,7,6000,40,516351
dumb,1,7000,40,177826
dumb,2,7000,40,231035
dumb,3,7000,40,295880
dumb,4,7000,40,368648
dumb,5,7000,40,527787
dumb,6,7000,40,559608
dumb,7,7000,40,601071
dumb,1,8000,40,180622
dumb,2,8000,40,248826
dumb,3,8000,40,313658
dumb,4,8000,40,409383
dumb,5,8000,40,481886
dumb,6,8000,40,550680
dumb,7,8000,40,613759
dumb,1,9000,40,195271
dumb,2,9000,40,263426
dumb,3,9000,40,323936
dumb,4,9000,40,408111
dumb,5,9000,40,507371
dumb,6,9000,40,576617
dumb,7,9000,40,649274
dumb,1,10000,40,195388
dumb,2,10000,40,273924
dumb,3,10000,40,350190
dumb,4,10000,40,460022
dumb,5,10000,40,597627
dumb,6,10000,40,674178
dumb,7,10000,40,722339
dumb,1,1000,50,24336
dumb,2,1000,50,35170
dumb,3,1000,50,46969
dumb,4,1000,50,55954
dumb,5,1000,50,67683
dumb,6,1000,50,75774
dumb,7,1000,50,87089
dumb,1,2000,50,44332
dumb,2,2000,50,65677
dumb,3,2000,50,81700
dumb,4,2000,50,102623
dumb,5,2000,50,123660
dumb,6,2000,50,146231
dumb,7,2000,50,178637
dumb,1,3000,50,65410
dumb,2,3000,50,113208
dumb,3,3000,50,142917
dumb,4,3000,50,178106
dumb,5,3000,50,205612
dumb,6,3000,50,268835
dumb,7,3000,50,293504
dumb,1,4000,50,97698
dumb,2,4000,50,168373
dumb,3,4000,50,227092
dumb,4,4000,50,235564
dumb,5,4000,50,270150
dumb,6,4000,50,290588
dumb,7,4000,50,351971
dumb,1,5000,50,113469
dumb,2,5000,50,157251
dumb,3,5000,50,213182
dumb,4,5000,50,258396
dumb,5,5000,50,354264
dumb,6,5000,50,380105
dumb,7,5000,50,417476
dumb,1,6000,50,142974
dumb,2,6000,50,192483
dumb,3,6000,50,240769
dumb,4,6000,50,308350
dumb,5,6000,50,373209
dumb,6,6000,50,413630
dumb,7,6000,50,485267
dumb,1,7000,50,148744
dumb,2,7000,50,205840
dumb,3,7000,50,281298
dumb,4,7000,50,335514
dumb,5,7000,50,414487
dumb,6,7000,50,468730
dumb,7,7000,50,498043
dumb,1,8000,50,163681
dumb,2,8000,50,220272
dumb,3,8000,50,290391
dumb,4,8000,50,361141
dumb,5,8000,50,434813
dumb,6,8000,50,509829
dumb,7,8000,50,573218
dumb,1,9000,50,172619
dumb,2,9000,50,261152
dumb,3,9000,50,315327
dumb,4,9000,50,416991
dumb,5,9000,50,492154
dumb,6,9000,50,578667
dumb,7,9000,50,794161
dumb,1,10000,50,207605
dumb,2,10000,50,273288
dumb,3,10000,50,343812
dumb,4,10000,50,446785
dumb,5,10000,50,542054
dumb,6,10000,50,633970
dumb,7,10000,50,702877
bucket,1,1000,10,3504
bucket,2,1000,10,15201
bucket,3,1000,10,44153
bucket,4,1000,10,70437
bucket,5,1000,10,105956
bucket,6,1000,10,104306
bucket,7,1000,10,131234
bucket,1,2000,10,5322
bucket,2,2000,10,31412
bucket,3,2000,10,68646
bucket,4,2000,10,133086
bucket,5,2000,10,195270
bucket,6,2000,10,219110
bucket,7,2000,10,238734
bucket,1,3000,10,5774
bucket,2,3000,10,33293
bucket,3,3000,10,110534
bucket,4,3000,10,215700
bucket,5,3000,10,287410
bucket,6,3000,10,315206
bucket,7,3000,10,352389
bucket,1,4000,10,6735
bucket,2,4000,10,40149
bucket,3,4000,10,158277
bucket,4,4000,10,286800
bucket,5,4000,10,359806
bucket,6,4000,10,425623
bucket,7,4000,10,496182
bucket,1,5000,10,7178
bucket,2,5000,10,58005
bucket,3,5000,10,143370
bucket,4,5000,10,370015
bucket,5,5000,10,479641
bucket,6,5000,10,535058
bucket,7,5000,10,607825
bucket,1,6000,10,7655
bucket,2,6000,10,49653
bucket,3,6000,10,164927
bucket,4,6000,10,437116
bucket,5,6000,10,513635
bucket,6,6000,10,743114
bucket,7,6000,10,878148
bucket,1,7000,10,8713
bucket,2,7000,10,79554
bucket,3,7000,10,258283
bucket,4,7000,10,463526
bucket,5,7000,10,656264
bucket,6,7000,10,1046263
bucket,7,7000,10,1024408
bucket,1,8000,10,9666
bucket,2,8000,10,77067
bucket,3,8000,10,292749
bucket,4,8000,10,546068
bucket,5,8000,10,737052
bucket,6,8000,10,1028620
bucket,7,8000,10,1216547
bucket,1,9000,10,10472
bucket,2,9000,10,92250
bucket,3,9000,10,333990
bucket,4,9000,10,621327
bucket,5,9000,10,816217
bucket,6,9000,10,1124028
bucket,7,9000,10,1241225
bucket,1,10000,10,11324
bucket,2,10000,10,79339
bucket,3,10000,10,353725
bucket,4,10000,10,682119
bucket,5,10000,10,869251
bucket,6,10000,10,1251835
bucket,7,10000,10,1439505
bucket,1,1000,20,3766
bucket,2,1000,20,18065
bucket,3,1000,20,50424
bucket,4,1000,20,70243
bucket,5,1000,20,112804
bucket,6,1000,20,127245
bucket,7,1000,20,122902
bucket,1,2000,20,5295
bucket,2,2000,20,30270
bucket,3,2000,20,85208
bucket,4,2000,20,137703
bucket,5,2000,20,208385
bucket,6,2000,20,232903
bucket,7,2000,20,284419
bucket,1,3000,20,6156
bucket,2,3000,20,38258
bucket,3,3000,20,117843
bucket,4,3000,20,251655
bucket,5,3000,20,331264
bucket,6,3000,20,391379
