type,dim,n,k,time
kdtree,2,6000,30,88852
kdtree,3,6000,30,58338
kdtree,4,6000,30,61711
kdtree,5,6000,30,83333
kdtree,6,6000,30,123073
kdtree,7,6000,30,185162
kdtree,1,7000,30,771978
kdtree,2,7000,30,95392
kdtree,3,7000,30,59487
kdtree,4,7000,30,64924
kdtree,5,7000,30,87536
kdtree,6,7000,30,128532
kdtree,7,7000,30,201570
kdtree,1,8000,30,880110
kdtree,2,8000,30,105614
kdtree,3,8000,30,63607
kdtree,4,8000,30,68309
kdtree,5,8000,30,88009
kdtree,6,8000,30,140648
kdtree,7,8000,30,222149
kdtree,1,9000,30,1012813
kdtree,2,9000,30,113865
kdtree,3,9000,30,66885
kdtree,4,9000,30,71128
kdtree,5,9000,30,96603
kdtree,6,9000,30,138991
kdtree,7,9000,30,212893
kdtree,1,10000,30,1099820
kdtree,2,10000,30,116938
kdtree,3,10000,30,69124
kdtree,4,10000,30,73818
kdtree,5,10000,30,97835
kdtree,6,10000,30,145062
kdtree,7,10000,30,223524
kdtree,1,1000,40,113749
kdtree,2,1000,40,40765
kdtree,3,1000,40,32927
kdtree,4,1000,40,39160
kdtree,5,1000,40,48956
kdtree,6,1000,40,69142
kdtree,7,1000,40,91404
kdtree,1,2000,40,239130
kdtree,2,2000,40,61015
kdtree,3,2000,40,45258
kdtree,4,2000,40,56400
kdtree,5,2000,40,67325
kdtree,6,2000,40,91534
kdtree,7,2000,40,129917
kdtree,1,3000,40,360228
kdtree,2,3000,40,75107
kdtree,3,3000,40,51922
kdtree,4,3000,40,60691
kdtree,5,3000,40,76600
kdtree,6,3000,40,108872
kdtree,7,3000,40,157626
kdtree,1,4000,40,475826
kdtree,2,4000,40,90013
kdtree,3,4000,40,58967
kdtree,4,4000,40,63061
kdtree,5,4000,40,85328
kdtree,6,4000,40,117230
kdtree,7,4000,40,177285
kdtree,1,5000,40,596764
kdtree,2,5000,40,101198
kdtree,3,5000,40,65196
kdtree,4,5000,40,74156
kdtree,5,5000,40,127959
kdtree,6,5000,40,132715
kdtree,7,5000,40,205495
kdtree,1,6000,40,746724
kdtree,2,6000,40,111189
kdtree,3,6000,40,78869
kdtree,4,6000,40,80986
kdtree,5,6000,40,102372
kdtree,6,6000,40,146080
kdtree,7,6000,40,220111
kdtree,1,7000,40,841903
kdtree,2,7000,40,127399
kdtree,3,7000,40,75700
kdtree,4,7000,40,77588
kdtree,5,7000,40,99218
kdtree,6,7000,40,155998
kdtree,7,7000,40,229220
kdtree,1,8000,40,963129
kdtree,2,8000,40,132276
kdtree,3,8000,40,77520
kdtree,4,8000,40,85687
kdtree,5,8000,40,107174
kdtree,6,8000,40,157825
kdtree,7,8000,40,237311
kdtree,1,9000,40,1104286
kdtree,2,9000,40,139532
kdtree,3,9000,40,82908
kdtree,4,9000,40,86460
kdtree,5,9000,40,110092
kdtree,6,9000,40,161329
kdtree,7,9000,40,250139
kdtree,1,10000,40,1211238
kdtree,2,10000,40,147075
kdtree,3,10000,40,84614
kdtree,4,10000,40,93869
kdtree,5,10000,40,113991
kdtree,6,10000,40,169431
kdtree,7,10000,40,252767
kdtree,1,1000,50,117187
kdtree,2,1000,50,46267
kdtree,3,1000,50,35416
kdtree,4,1000,50,42102
kdtree,5,1000,50,54957
kdtree,6,1000,50,75227
kdtree,7,1000,50,97460
kdtree,1,2000,50,237458
kdtree,2,2000,50,71642
kdtree,3,2000,50,52664
kdtree,4,2000,50,57552
kdtree,5,2000,50,71028
kdtree,6,2000,50,99546
kdtree,7,2000,50,140416
kdtree,1,3000,50,367556
kdtree,2,3000,50,86910
kdtree,3,3000,50,60789
kdtree,4,3000,50,67377
kdtree,5,3000,50,85521
kdtree,6,3000,50,117975
kdtree,7,3000,50,172079
kdtree,1,4000,50,480507
kdtree,2,4000,50,96539
kdtree,3,4000,50,68740
kdtree,4,4000,50,74381
kdtree,5,4000,50,98796
kdtree,6,4000,50,131868
kdtree,7,4000,50,197588
kdtree,1,5000,50,614259
kdtree,2,5000,50,115873
kdtree,3,5000,50,76983
kdtree,4,5000,50,83131
kdtree,5,5000,50,102314
kdtree,6,5000,50,143496
kdtree,7,5000,50,205106
kdtree,1,6000,50,729608
kdtree,2,6000,50,124986
kdtree,3,6000,50,77626
kdtree,4,6000,50,86151
kdtree,5,6000,50,109354
kdtree,6,6000,50,157848
kdtree,7,6000,50,240045
kdtree,1,7000,50,868107
kdtree,2,7000,50,134799
kdtree,3,7000,50,87872
kdtree,4,7000,50,86367
kdtree,5,7000,50,116774
kdtree,6,7000,50,181943
kdtree,7,7000,50,249469
kdtree,1,8000,50,986645
kdtree,2,8000,50,149085
kdtree,3,8000,50,89642
kdtree,4,8000,50,96892
kdtree,5,8000,50,116676
kdtree,6,8000,50,174069
kdtree,7,8000,50,255726
kdtree,1,9000,50,1083495
kdtree,2,9000,50,154690
kdtree,3,9000,50,97234
kdtree,4,9000,50,98802
kdtree,5,9000,50,128586
kdtree,6,9000,50,181237
kdtree,7,9000,50,269426
kdtree,1,10000,50,1197906
kdtree,2,10000,50,166156
kdtree,3,10000,50,101469
kdtree,4,10000,50,105641
kdtree,5,10000,50,126880
kdtree,6,10000,50,196854
kdtree,7,10000,50,285802
quadtree,2,1000,10,11812
quadtree,2,2000,10,18369
quadtree,2,3000,10,21121
quadtree,2,4000,10,25154
quadtree,2,5000,10,29321
quadtree,2,6000,10,30623
quadtree,2,7000,10,34526
quadtree,2,8000,10,36946
quadtree,2,9000,10,38800
quadtree,2,10000,10,39924
quadtree,2,1000,20,18933
quadtree,2,2000,20,24347
quadtree,2,3000,20,32351
quadtree,2,4000,20,36401
quadtree,2,5000,20,42002
quadtree,2,6000,20,44217
quadtree,2,7000,20,47827
quadtree,2,8000,20,52757
quadtree,2,9000,20,60567
quadtree,2,10000,20,59484
quadtree,2,1000,30,20656
quadtree,2,2000,30,31273
quadtree,2,3000,30,38867
quadtree,2,4000,30,44315
quadtree,2,5000,30,49143
quadtree,2,6000,30,54156
quadtree,2,7000,30,61521
quadtree,2,8000,30,59172
quadtree,2,9000,30,73516
quadtree,2,10000,30,75121
quadtree,2,1000,40,25408
quadtree,2,2000,40,35505
quadtree,2,3000,40,42201
quadtree,2,4000,40,52156
quadtree,2,5000,40,61140
quadtree,2,6000,40,71352
quadtree,2,7000,40,73595
quadtree,2,8000,40,81907
quadtree,2,9000,40,85865
quadtree,2,10000,40,89118
quadtree,2,1000,50,27998
quadtree,2,2000,50,38546
quadtree,2,3000,50,48474
quadtree,2,4000,50,58813
quadtree,2,5000,50,65391
quadtree,2,6000,50,74098
quadtree,2,7000,50,82560
quadtree,2,8000,50,89418
quadtree,2,9000,50,93485
quadtree,2,10000,50,95118
dumb,1,1000,10,19456
dumb,2,1000,10,27182
dumb,3,1000,10,33409
dumb,4,1000,10,45469
dumb,5,1000,10,52624
dumb,6,1000,10,62845
dumb,7,1000,10,70797
dumb,1,2000,10,35748
dumb,2,2000,10,50908
dumb,3,2000,10,63490
dumb,4,2000,10,82239
dumb,5,2000,10,102347
dumb,6,2000,10,115510
dumb,7,2000,10,129833
dumb,1,3000,10,53307
dumb,2,3000,10,74983
dumb,3,3000,10,93952
dumb,4,3000,10,123788
dumb,5,3000,10,156790
dumb,6,3000,10,174253
dumb,7,3000,10,194887
dumb,1,4000,10,70743
dumb,2,4000,10,99345
dumb,3,4000,10,124835
dumb,4,4000,10,162658
dumb,5,4000,10,201287
dumb,6,4000,10,229662
dumb,7,4000,10,258555
dumb,1,5000,10,88093
dumb,2,5000,10,125478
dumb,3,5000,10,156209
dumb,4,5000,10,201323
dumb,5,5000,10,248281
dumb,6,5000,10,286977
dumb,7,5000,10,319083
dumb,1,6000,10,105088
dumb,2,6000,10,148011
dumb,3,6000,10,187073
dumb,4,6000,10,244745
dumb,5,6000,10,296014
dumb,6,6000,10,343725
dumb,7,6000,10,393133
dumb,1,7000,10,122133
dumb,2,7000,10,174396
dumb,3,7000,10,216883
dumb,4,7000,10,281074
dumb,5,7000,10,343874
dumb,6,7000,10,399943
dumb,7,7000,10,448860
dumb,1,8000,10,140568
dumb,2,8000,10,196860
dumb,3,8000,10,246435
dumb,4,8000,10,320635
dumb,5,8000,10,394098
dumb,6,8000,10,455552
dumb,7,8000,10,508793
dumb,1,9000,10,157530
dumb,2,9000,10,223204
dumb,3,9000,10,284614
dumb,4,9000,10,361127
dumb,5,9000,10,443357
dumb,6,9000,10,512141
dumb,7,9000,10,569097
dumb,1,10000,10,174839
dumb,2,10000,10,245543
dumb,3,10000,10,307996
dumb,4,10000,10,397934
dumb,5,10000,10,492260
dumb,6,10000,10,564892
dumb,7,10000,10,641907
dumb,1,1000,20,21056
dumb,2,1000,20,31534
dumb,3,1000,20,38939
dumb,4,1000,20,49032
dumb,5,1000,20,59281
dumb,6,1000,20,71125
dumb,7,1000,20,79142
dumb,1,2000,20,38712
dumb,2,2000,20,57083
dumb,3,2000,20,70775
dumb,4,2000,20,96629
dumb,5,2000,20,114670
dumb,6,2000,20,128688
dumb,7,2000,20,146937
dumb,1,3000,20,60711
dumb,2,3000,20,85337
dumb,3,3000,20,115303
dumb,4,3000,20,140429
dumb,5,3000,20,167461
dumb,6,3000,20,198035
dumb,7,3000,20,219105
dumb,1,4000,20,81238
dumb,2,4000,20,108788
dumb,3,4000,20,142198
dumb,4,4000,20,183368
dumb,5,4000,20,224880
dumb,6,4000,20,259987
dumb,7,4000,20,282320
dumb,1,5000,20,97041
dumb,2,5000,20,133772
dumb,3,5000,20,171768
dumb,4,5000,20,212925
dumb,5,5000,20,266228
dumb,6,5000,20,314253
dumb,7,5000,20,348601
dumb,1,6000,20,116129
dumb,2,6000,20,162281
dumb,3,6000,20,201055
dumb,4,6000,20,253773
dumb,5,6000,20,344260
dumb,6,6000,20,368723
dumb,7,6000,20,417573
dumb,1,7000,20,133862
dumb,2,7000,20,184687
dumb,3,7000,20,232247
dumb,4,7000,20,294324
dumb,5,7000,20,373220
dumb,6,7000,20,430899
dumb,7,7000,20,479402
dumb,1,8000,20,152601
dumb,2,8000,20,217753
dumb,3,8000,20,267469
dumb,4,8000,20,348295
dumb,5,8000,20,452218
dumb,6,8000,20,506068
dumb,7,8000,20,561839
dumb,1,9000,20,182483
dumb,2,9000,20,253320
dumb,3,9000,20,325310
dumb,4,9000,20,406548
dumb,5,9000,20,487360
dumb,6,9000,20,551821
dumb,7,9000,20,618906
dumb,1,10000,20,192676
dumb,2,10000,20,267799
dumb,3,10000,20,343078
dumb,4,10000,20,436422
dumb,5,10000,20,540108
dumb,6,10000,20,608701
dumb,7,10000,20,669971
dumb,1,1000,30,23939
dumb,2,1000,30,33437
dumb,3,1000,30,40220
dumb,4,1000,30,52706
dumb,5,1000,30,63374
dumb,6,1000,30,73858
dumb,7,1000,30,83884
dumb,1,2000,30,42070
dumb,2,2000,30,62166
dumb,3,2000,30,76631
dumb,4,2000,30,100815
dumb,5,2000,30,120570
dumb,6,2000,30,134195
dumb,7,2000,30,151606
dumb,1,3000,30,59771
dumb,2,3000,30,85962
dumb,3,3000,30,110608
dumb,4,3000,30,145371
dumb,5,3000,30,170092
dumb,6,3000,30,198920
dumb,7,3000,30,224842
dumb,1,4000,30,79513
dumb,2,4000,30,111034
dumb,3,4000,30,141670
dumb,4,4000,30,180114
dumb,5,4000,30,225960
dumb,6,4000,30,260083
dumb,7,4000,30,288230
dumb,1,5000,30,98968
dumb,2,5000,30,144565
dumb,3,5000,30,188818
dumb,4,5000,30,239726
dumb,5,5000,30,294286
dumb,6,5000,30,339667
dumb,7,5000,30,372146
dumb,1,6000,30,122795
dumb,2,6000,30,170374
dumb,3,6000,30,216737
dumb,4,6000,30,289555
dumb,5,6000,30,369550
dumb,6,6000,30,403521
dumb,7,6000,30,463586
dumb,1,7000,30,152830
dumb,2,7000,30,203808
dumb,3,7000,30,274834
dumb,4,7000,30,343905
dumb,5,7000,30,417670
dumb,6,7000,30,474559
dumb,7,7000,30,526286
dumb,1,8000,30,167044
dumb,2,8000,30,239438
dumb,3,8000,30,314819
dumb,4,8000,30,410382
dumb,5,8000,30,536205
dumb,6,8000,30,579756
dumb,7,8000,30,644266
dumb,1,9000,30,201975
dumb,2,9000,30,296313
dumb,3,9000,30,366764
dumb,4,9000,30,474271
dumb,5,9000,30,613407
dumb,6,9000,30,687737
dumb,7,9000,30,744798
dumb,1,10000,30,218568
dumb,2,10000,30,309616
dumb,3,10000,30,390527
dumb,4,10000,30,505490
dumb,5,10000,30,611148
dumb,6,10000,30,713046
dumb,7,10000,30,783940
dumb,1,1000,40,26840
dumb,2,1000,40,38531
dumb,3,1000,40,47918
dumb,4,1000,40,66050
dumb,5,1000,40,79201
dumb,6,1000,40,92495
dumb,7,1000,40,100431
dumb,1,2000,40,53233
dumb,2,2000,40,81446
dumb,3,2000,40,92943
dumb,4,2000,40,119573
dumb,5,2000,40,141342
dumb,6,2000,40,170848
dumb,7,2000,40,185535
dumb,1,3000,40,72067
dumb,2,3000,40,104872
dumb,3,3000,40,126360
dumb,4,3000,40,159901
dumb,5,3000,40,200562
dumb,6,3000,40,224835
dumb,7,3000,40,257240
dumb,1,4000,40,86781
dumb,2,4000,40,126108
dumb,3,4000,40,155496
dumb,4,4000,40,202480
dumb,5,4000,40,252035
dumb,6,4000,40,303844
dumb,7,4000,40,337879
dumb,1,5000,40,109435
dumb,2,5000,40,162110
dumb,3,5000,40,223063
dumb,4,5000,40,257946
dumb,5,5000,40,312325
dumb,6,5000,40,370724
dumb,7,5000,40,408540
dumb,1,6000,40,133384
dumb,2,6000,40,184961
dumb,3,6000,40,222208
dumb,4,6000,40,288221
dumb,5,6000,40,370656
dumb,6,6000,40,428626
dumb,7,6000,40,494994
dumb,1,7000,40,147890
dumb,2,7000,40,203911
dumb,3,7000,40,264602
dumb,4,7000,40,338975
dumb,5,7000,40,417072
dumb,6,7000,40,480911
dumb,7,7000,40,521013
dumb,1,8000,40,167639
dumb,2,8000,40,225738
dumb,3,8000,40,288139
dumb,4,8000,40,365512
dumb,5,8000,40,438237
dumb,6,8000,40,508315
dumb,7,8000,40,574706
dumb,1,9000,40,176367
dumb,2,9000,40,251400
dumb,3,9000,40,310006
dumb,4,9000,40,400608
dumb,5,9000,40,490937
dumb,6,9000,40,579508
dumb,7,9000,40,638962
dumb,1,10000,40,193670
dumb,2,10000,40,273978
dumb,3,10000,40,343922
dumb,4,10000,40,440086
dumb,5,10000,40,534782
dumb,6,10000,40,613696
dumb,7,10000,40,689393
dumb,1,1000,50,24216
dumb,2,1000,50,33226
dumb,3,1000,50,42442
dumb,4,1000,50,53385
dumb,5,1000,50,64583
dumb,6,1000,50,74444
dumb,7,1000,50,84106
dumb,1,2000,50,42689
dumb,2,2000,50,62800
dumb,3,2000,50,77772
dumb,4,2000,50,100925
dumb,5,2000,50,120981
dumb,6,2000,50,141340
dumb,7,2000,50,159295
dumb,1,3000,50,67457
dumb,2,3000,50,90188
dumb,3,3000,50,112206
dumb,4,3000,50,151066
dumb,5,3000,50,182347
dumb,6,3000,50,201230
dumb,7,3000,50,226379
dumb,1,4000,50,81601
dumb,2,4000,50,118399
dumb,3,4000,50,148600
dumb,4,4000,50,183158
dumb,5,4000,50,231292
dumb,6,4000,50,257148
dumb,7,4000,50,300059
dumb,1,5000,50,102399
dumb,2,5000,50,142043
dumb,3,5000,50,176301
dumb,4,5000,50,225721
dumb,5,5000,50,273778
dumb,6,5000,50,328195
dumb,7,5000,50,373896
dumb,1,6000,50,118952
dumb,2,6000,50,161231
dumb,3,6000,50,206838
dumb,4,6000,50,270179
dumb,5,6000,50,335601
dumb,6,6000,50,375403
dumb,7,6000,50,435591
dumb,1,7000,50,134298
dumb,2,7000,50,194609
dumb,3,7000,50,240241
dumb,4,7000,50,310928
dumb,5,7000,50,377447
dumb,6,7000,50,470320
dumb,7,7000,50,523246
dumb,1,8000,50,158262
dumb,2,8000,50,223458
dumb,3,8000,50,285132
dumb,4,8000,50,361111
dumb,5,8000,50,440689
dumb,6,8000,50,516037
dumb,7,8000,50,590520
dumb,1,9000,50,178046
dumb,2,9000,50,253585
dumb,3,9000,50,305143
dumb,4,9000,50,394120
dumb,5,9000,50,480805
dumb,6,9000,50,566081
dumb,7,9000,50,619115
dumb,1,10000,50,215922
dumb,2,10000,50,267801
dumb,3,10000,50,355851
dumb,4,10000,50,437028
dumb,5,10000,50,568943
dumb,6,10000,50,637530
dumb,7,10000,50,755223
bucket,1,1000,10,3695
bucket,2,1000,10,18306
bucket,3,1000,10,51818
bucket,4,1000,10,73024
bucket,5,1000,10,107319
bucket,6,1000,10,105051
bucket,7,1000,10,129368
bucket,1,2000,10,5956
bucket,2,2000,10,29061
bucket,3,2000,10,68636
bucket,4,2000,10,158958
bucket,5,2000,10,226207
bucket,6,2000,10,242441
bucket,7,2000,10,263499
bucket,1,3000,10,5816
bucket,2,3000,10,37629
bucket,3,3000,10,119804
bucket,4,3000,10,224258
bucket,5,3000,10,327760
bucket,6,3000,10,353866
bucket,7,3000,10,382089
bucket,1,4000,10,7589
bucket,2,4000,10,45411
bucket,3,4000,10,186736
bucket,4,4000,10,339476
bucket,5,4000,10,436261
bucket,6,4000,10,478528
bucket,7,4000,10,531690
bucket,1,5000,10,8023
bucket,2,5000,10,54175
bucket,3,5000,10,199309
bucket,4,5000,10,416309
bucket,5,5000,10,570183
bucket,6,5000,10,634861
bucket,7,5000,10,729861
bucket,1,6000,10,9757
bucket,2,6000,10,67424
bucket,3,6000,10,237650
bucket,4,6000,10,510733
bucket,5,6000,10,535018
bucket,6,6000,10,757976
bucket,7,6000,10,854618
bucket,1,7000,10,10217
bucket,2,7000,10,69891
bucket,3,7000,10,233404
bucket,4,7000,10,473372
bucket,5,7000,10,645549
bucket,6,7000,10,890943
bucket,7,7000,10,959687
bucket,1,8000,10,28698
bucket,2,8000,10,74539
bucket,3,8000,10,275644
bucket,4,8000,10,474456
bucket,5,8000,10,687351
bucket,6,8000,10,957428
bucket,7,8000,10,1002139
bucket,1,9000,10,10671
bucket,2,9000,10,84933
bucket,3,9000,10,316677
bucket,4,9000,10,549670
bucket,5,9000,10,719869
bucket,6,9000,10,1045941
bucket,7,9000,10,1334720
bucket,1,10000,10,12401
bucket,2,10000,10,88533
bucket,3,10000,10,334740
bucket,4,10000,10,641831
bucket,5,10000,10,870999
bucket,6,10000,10,1222580
bucket,7,10000,10,1383122
bucket,1,1000,20,3882
bucket,2,1000,20,17146
bucket,3,1000,20,51821
bucket,4,1000,20,98821
bucket,5,1000,20,103749
bucket,6,1000,20,129826
bucket,7,1000,20,143141
bucket,1,2000,20,5622
bucket,2,2000,20,32639
bucket,3,2000,20,88781
bucket,4,2000,20,148862
bucket,5,2000,20,239744
bucket,6,2000,20,246063
bucket,7,2000,20,287729
bucket,1,3000,20,6306
bucket,2,3000,20,39688
bucket,3,3000,20,124484
bucket,4,3000,20,237930
bucket,5,3000,20,330323
bucket,6,3000,20,366626
bucket,7,3000,20,410935
bucket,1,4000,20,8662
bucket,2,4000,20,51635
bucket,3,4000,20,192694
bucket,4,4000,20,311517
bucket,5,4000,20,444942
bucket,6,4000,20,512070
bucket,7,4000,20,558071
bucket,1,5000,20,8333
bucket,2,5000,20,60652
bucket,3,5000,20,168216
bucket,4,5000,20,403528
bucket,5,5000,20,554899
bucket,6,5000,20,631885
bucket,7,5000,20,730872
bucket,1,6000,20,10162
bucket,2,6000,20,61172
bucket,3,6000,20,209468
bucket,4,6000,20,524196
bucket,5,6000,20,558070
bucket,6,6000,20,830825
bucket,7,6000,20,882731
bucket,1,7000,20,9826
bucket,2,7000,20,65857
bucket,3,7000,20,250291
bucket,4,7000,20,448948
bucket,5,7000,20,639437
bucket,6,7000,20,932541
bucket,7,7000,20,1134394
bucket,1,8000,20,13267
bucket,2,8000,20,81590
bucket,3,8000,20,274747
bucket,4,8000,20,541276
bucket,5,8000,20,762179
bucket,6,8000,20,1161561
bucket,7,8000,20,1208358
bucket,1,9000,20,11483
bucket,2,9000,20,71079
bucket,3,9000,20,319732
bucket,4,9000,20,576122
bucket,5,9000,20,867089
bucket,6,9000,20,1301506
bucket,7,9000,20,1377014
bucket,1,10000,20,13740
bucket,2,10000,20,90365
bucket,3,10000,20,399247
bucket,4,10000,20,719040
bucket,5,10000,20,1062667
bucket,6,10000,20,1384187
bucket,7,10000,20,1571199
bucket,1,1000,30,4530
bucket,2,1000,30,17362
bucket,3,1000,30,56954
bucket,4,1000,30,92125
bucket,5,1000,30,113480
bucket,6,1000,30,132833
bucket,7,1000,30,151294
bucket,1,2000,30,5885
bucket,2,2000,30,35267
bucket,3,2000,30,83453
bucket,4,2000,30,148537
bucket,5,2000,30,230854
bucket,6,2000,30,261175
bucket,7,2000,30,298376
bucket,1,3000,30,6652
bucket,2,3000,30,36365
bucket,3,3000,30,122099
bucket,4,3000,30,244770
bucket,5,3000,30,347250
bucket,6,3000,30,386729
bucket,7,3000,30,430849
bucket,1,4000,30,8041
bucket,2,4000,30,42211
bucket,3,4000,30,171747
bucket,4,4000,30,343416
bucket,5,4000,30,449962
bucket,6,4000,30,520889
bucket,7,4000,30,569255
bucket,1,5000,30,9774
bucket,2,5000,30,60053
bucket,3,5000,30,183649
bucket,4,5000,30,425182
bucket,5,5000,30,562559
bucket,6,5000,30,633503
bucket,7,5000,30,694757
bucket,1,6000,30,9009
bucket,2,6000,30,57218
bucket,3,6000,30,204907
bucket,4,6000,30,497892
bucket,5,6000,30,535016
bucket,6,6000,30,746090
bucket,7,6000,30,824884
bucket,1,7000,30,11413
bucket,2,7000,30,77085
bucket,3,7000,30,263565
bucket,4,7000,30,449848
bucket,5,7000,30,632615
bucket,6,7000,30,910742
bucket,7,7000,30,993661
bucket,1,8000,30,11045
bucket,2,8000,30,90055
bucket,3,8000,30,284092
bucket,4,8000,30,501802
bucket,5,8000,30,735434
bucket,6,8000,30,1067403
bucket,7,8000,30,1131149
bucket,1,9000,30,10805
bucket,2,9000,30,79986
bucket,3,9000,30,310116
bucket,4,9000,30,594609
bucket,5,9000,30,812511
bucket,6,9000,30,1131015
bucket,7,9000,30,1246457
bucket,1,10000,30,12351
bucket,2,10000,30,95993
bucket,3,10000,30,352946
bucket,4,10000,30,598233
bucket,5,10000,30,851512
bucket,6,10000,30,1217452
bucket,7,10000,30,1318739
bucket,1,1000,40,4018
bucket,2,1000,40,17644
bucket,3,1000,40,50612
bucket,4,1000,40,92919
bucket,5,1000,40,99324
bucket,6,1000,40,128058
bucket,7,1000,40,123870
bucket,1,2000,40,5689
bucket,2,2000,40,29605
bucket,3,2000,40,76441
bucket,4,2000,40,157979
bucket,5,2000,40,210357
bucket,6,2000,40,219515
bucket,7,2000,40,265664
bucket,1,3000,40,6482
bucket,2,3000,40,40888
bucket,3,3000,40,140076
bucket,4,3000,40,235777
bucket,5,3000,40,317858
bucket,6,3000,40,351201
bucket,7,3000,40,376564
bucket,1,4000,40,7698
bucket,2,4000,40,65003
bucket,3,4000,40,151193
bucket,4,4000,40,307896
bucket,5,4000,40,424942
bucket,6,4000,40,461761
bucket,7,4000,40,508904
bucket,1,5000,40,9732
bucket,2,5000,40,52391
bucket,3,5000,40,151280
bucket,4,5000,40,367312
bucket,5,5000,40,515109
bucket,6,5000,40,568776
bucket,7,5000,40,620217
bucket,1,6000,40,9003
bucket,2,6000,40,53056
bucket,3,6000,40,188001
bucket,4,6000,40,421637
bucket,5,6000,40,473400
bucket,6,6000,40,675730
bucket,7,6000,40,764621
bucket,1,7000,40,9505
bucket,2,7000,40,59972
bucket,3,7000,40,223058
bucket,4,7000,40,375442
bucket,5,7000,40,550726
bucket,6,7000,40,751840
bucket,7,7000,40,875611
bucket,1,8000,40,12193
bucket,2,8000,40,73037
bucket,3,8000,40,249424
bucket,4,8000,40,472514
bucket,5,8000,40,636064
bucket,6,8000,40,918166
bucket,7,8000,40,1083813
bucket,1,9000,40,11581
bucket,2,9000,40,77277
bucket,3,9000,40,315156
bucket,4,9000,40,597989
bucket,5,9000,40,786623
bucket,6,9000,40,1174026
bucket,7,9000,40,1344017
bucket,1,10000,40,12983
bucket,2,10000,40,104613
bucket,3,10000,40,355569
bucket,4,10000,40,675804
bucket,5,10000,40,1000632
bucket,6,10000,40,1302875
bucket,7,10000,40,1498351
bucket,1,1000,50,5085
bucket,2,1000,50,17833
bucket,3,1000,50,53804
bucket,4,1000,50,89053
bucket,5,1000,50,104080
bucket,6,1000,50,132602
bucket,7,1000,50,148577
bucket,1,2000,50,6849
bucket,2,2000,50,35125
bucket,3,2000,50,91523
bucket,4,2000,50,154479
bucket,5,2000,50,245838
bucket,6,2000,50,250360
bucket,7,2000,50,284658
bucket,1,3000,50,6858
bucket,2,3000,50,38037
bucket,3,3000,50,126363
bucket,4,3000,50,245500
bucket,5,3000,50,338566
bucket,6,3000,50,376125
bucket,7,3000,50,408212
bucket,1,4000,50,8700
bucket,2,4000,50,61371
bucket,3,4000,50,154231
bucket,4,4000,50,338172
bucket,5,4000,50,469154
bucket,6,4000,50,520269
bucket,7,4000,50,547524
bucket,1,5000,50,8625
bucket,2,5000,50,65481
bucket,3,5000,50,158406
bucket,4,5000,50,415474
bucket,5,5000,50,559707
bucket,6,5000,50,648912
bucket,7,5000,50,765496
bucket,1,6000,50,10604
bucket,2,6000,50,65175
bucket,3,6000,50,212941
bucket,4,6000,50,487302
bucket,5,6000,50,546650
bucket,6,6000,50,810898
bucket,7,6000,50,958652
bucket,1,7000,50,13472
bucket,2,7000,50,74578
bucket,3,7000,50,281477
bucket,4,7000,50,492735
bucket,5,7000,50,706851
bucket,6,7000,50,914190
bucket,7,7000,50,1052077
bucket,1,8000,50,12140
bucket,2,8000,50,71262
bucket,3,8000,50,302151
bucket,4,8000,50,540344
bucket,5,8000,50,754733
bucket,6,8000,50,1190306
bucket,7,8000,50,1191136
bucket,1,9000,50,12354
bucket,2,9000,50,87001
bucket,3,9000,50,309841
bucket,4,9000,50,643378
bucket,5,9000,50,845737
bucket,6,9000,50,1389783
bucket,7,9000,50,1363224
bucket,1,10000,50,12996
bucket,2,10000,50,94976
bucket,3,10000,50,383092
bucket,4,10000,50,714665
bucket,5,10000,50,989919
bucket,6,10000,50,1282497
bucket,7,10000,50,1521163
kdtree,1,1000,10,107478
kdtree,2,1000,10,19544
kdtree,3,1000,10,16149
kdtree,4,1000,10,19825
kdtree,5,1000,10,27076
kdtree,6,1000,10,40285
kdtree,7,1000,10,64587
kdtree,1,2000,10,226739
kdtree,2,2000,10,27369
kdtree,3,2000,10,21949
kdtree,4,2000,10,25132
kdtree,5,2000,10,35410
kdtree,6,2000,10,55162
kdtree,7,2000,10,81842
kdtree,1,3000,10,302771
kdtree,2,3000,10,34958
kdtree,3,3000,10,22584
kdtree,4,3000,10,29357
kdtree,5,3000,10,41999
kdtree,6,3000,10,61429
kdtree,7,3000,10,100658
kdtree,1,4000,10,398967
kdtree,2,4000,10,36671
kdtree,3,4000,10,24659
kdtree,4,4000,10,29877
kdtree,5,4000,10,42926
kdtree,6,4000,10,73847
kdtree,7,4000,10,110569
kdtree,1,5000,10,525986
kdtree,2,5000,10,48370
kdtree,3,5000,10,30537
kdtree,4,5000,10,42824
kdtree,5,5000,10,55135
kdtree,6,5000,10,84743
kdtree,7,5000,10,132631
kdtree,1,6000,10,567609
kdtree,2,6000,10,47883
kdtree,3,6000,10,30887
kdtree,4,6000,10,36272
kdtree,5,6000,10,50926
kdtree,6,6000,10,86541
kdtree,7,6000,10,135538
kdtree,1,7000,10,683404
kdtree,2,7000,10,54159
kdtree,3,7000,10,31247
kdtree,4,7000,10,39391
kdtree,5,7000,10,54593
kdtree,6,7000,10,86037
kdtree,7,7000,10,137859
kdtree,1,8000,10,755923
kdtree,2,8000,10,54313
kdtree,3,8000,10,32650
