Test,Size,Time
Random Pivot - Worst Case,3215100,181211804
End Pivot - Worst Case,3215100,176595895
Middle Pivot - Worst Case,3216100,203788240
Random Pivot - Worst Case,3216100,172279867
End Pivot - Worst Case,3216100,175845950
Middle Pivot - Worst Case,3217100,198720363
Random Pivot - Worst Case,3217100,165916088
End Pivot - Worst Case,3217100,173419761
Middle Pivot - Worst Case,3218100,204411401
Random Pivot - Worst Case,3218100,173796944
End Pivot - Worst Case,3218100,172245597
Middle Pivot - Worst Case,3219100,196443411
Random Pivot - Worst Case,3219100,170181608
End Pivot - Worst Case,3219100,192871494
Middle Pivot - Worst Case,3220100,190333854
Random Pivot - Worst Case,3220100,171322248
End Pivot - Worst Case,3220100,176184252
Middle Pivot - Worst Case,3221100,195057575
Random Pivot - Worst Case,3221100,167390481
End Pivot - Worst Case,3221100,171674998
Middle Pivot - Worst Case,3222100,204179832
Random Pivot - Worst Case,3222100,177169999
End Pivot - Worst Case,3222100,178726952
Middle Pivot - Worst Case,3223100,199511219
Random Pivot - Worst Case,3223100,178571090
End Pivot - Worst Case,3223100,168354485
Middle Pivot - Worst Case,3224100,199318648
Random Pivot - Worst Case,3224100,167104279
End Pivot - Worst Case,3224100,169196634
Middle Pivot - Worst Case,3225100,196746595
Random Pivot - Worst Case,3225100,165588385
End Pivot - Worst Case,3225100,175957059
Middle Pivot - Worst Case,3226100,190699789
Random Pivot - Worst Case,3226100,169901954
End Pivot - Worst Case,3226100,166812897
Middle Pivot - Worst Case,3227100,196771032
Random Pivot - Worst Case,3227100,168056091
End Pivot - Worst Case,3227100,187269959
Middle Pivot - Worst Case,3228100,190241732
Random Pivot - Worst Case,3228100,184154430
End Pivot - Worst Case,3228100,169657028
Middle Pivot - Worst Case,3229100,206582565
Random Pivot - Worst Case,3229100,170859567
End Pivot - Worst Case,3229100,168757936
Middle Pivot - Worst Case,3230100,195792490
Random Pivot - Worst Case,3230100,165722948
End Pivot - Worst Case,3230100,166787631
Middle Pivot - Worst Case,3231100,190172438
Random Pivot - Worst Case,3231100,166385198
End Pivot - Worst Case,3231100,176323629
Middle Pivot - Worst Case,3232100,189313292
Random Pivot - Worst Case,3232100,176724416
End Pivot - Worst Case,3232100,168167802
Middle Pivot - Worst Case,3233100,197586662
Random Pivot - Worst Case,3233100,168604904
End Pivot - Worst Case,3233100,168864106
Middle Pivot - Worst Case,3234100,192726945
Random Pivot - Worst Case,3234100,167474159
End Pivot - Worst Case,3234100,179344603
Middle Pivot - Worst Case,3235100,191824688
Random Pivot - Worst Case,3235100,174629470
End Pivot - Worst Case,3235100,173666886
Middle Pivot - Worst Case,3236100,196957859
Random Pivot - Worst Case,3236100,170387895
End Pivot - Worst Case,3236100,168616247
Middle Pivot - Worst Case,3237100,194036464
Random Pivot - Worst Case,3237100,167614990
End Pivot - Worst Case,3237100,174108220
Middle Pivot - Worst Case,3238100,190707656
Random Pivot - Worst Case,3238100,170822692
End Pivot - Worst Case,3238100,169634000
Middle Pivot - Worst Case,3239100,197278163
Random Pivot - Worst Case,3239100,166908152
End Pivot - Worst Case,3239100,168120556
Middle Pivot - Worst Case,3240100,193065701
Random Pivot - Worst Case,3240100,168000466
End Pivot - Worst Case,3240100,177827394
Middle Pivot - Worst Case,3241100,192861570
Random Pivot - Worst Case,3241100,171490972
End Pivot - Worst Case,3241100,177443735
Middle Pivot - Worst Case,3242100,205869938
Random Pivot - Worst Case,3242100,176997168
End Pivot - Worst Case,3242100,172590389
Middle Pivot - Worst Case,3243100,199777047
Random Pivot - Worst Case,3243100,178254428
End Pivot - Worst Case,3243100,177791885
Middle Pivot - Worst Case,3244100,201258479
Random Pivot - Worst Case,3244100,167169468
End Pivot - Worst Case,3244100,169178381
Middle Pivot - Worst Case,3245100,191771630
Random Pivot - Worst Case,3245100,172296475
End Pivot - Worst Case,3245100,179634758
Middle Pivot - Worst Case,3246100,203854001
Random Pivot - Worst Case,3246100,167125109
End Pivot - Worst Case,3246100,169263492
Middle Pivot - Worst Case,3247100,195756360
Random Pivot - Worst Case,3247100,171014581
End Pivot - Worst Case,3247100,170672171
Middle Pivot - Worst Case,3248100,193636592
Random Pivot - Worst Case,3248100,179910434
End Pivot - Worst Case,3248100,170751056
Middle Pivot - Worst Case,3249100,203049117
Random Pivot - Worst Case,3249100,171219120
End Pivot - Worst Case,3249100,177626330
Middle Pivot - Worst Case,3250100,201668543
Random Pivot - Worst Case,3250100,180873013
End Pivot - Worst Case,3250100,170210937
Middle Pivot - Worst Case,3251100,191996342
Random Pivot - Worst Case,3251100,176722060
End Pivot - Worst Case,3251100,174757614
Middle Pivot - Worst Case,3252100,196836817
Random Pivot - Worst Case,3252100,169828751
End Pivot - Worst Case,3252100,168691917
Middle Pivot - Worst Case,3253100,192077496
Random Pivot - Worst Case,3253100,182581312
End Pivot - Worst Case,3253100,176926632
Middle Pivot - Worst Case,3254100,202603423
Random Pivot - Worst Case,3254100,179050261
End Pivot - Worst Case,3254100,178227574
Middle Pivot - Worst Case,3255100,216617924
Random Pivot - Worst Case,3255100,175333208
End Pivot - Worst Case,3255100,176334183
Middle Pivot - Worst Case,3256100,204002237
Random Pivot - Worst Case,3256100,179239379
End Pivot - Worst Case,3256100,181122575
Middle Pivot - Worst Case,3257100,202258365
Random Pivot - Worst Case,3257100,173032646
End Pivot - Worst Case,3257100,172730786
Middle Pivot - Worst Case,3258100,196021655
Random Pivot - Worst Case,3258100,170550049
End Pivot - Worst Case,3258100,171307651
Middle Pivot - Worst Case,3259100,194385135
Random Pivot - Worst Case,3259100,169677176
End Pivot - Worst Case,3259100,174217714
Middle Pivot - Worst Case,3260100,192609668
Random Pivot - Worst Case,3260100,170894384
End Pivot - Worst Case,3260100,170653374
Middle Pivot - Worst Case,3261100,196430588
Random Pivot - Worst Case,3261100,170025109
End Pivot - Worst Case,3261100,173814913
Middle Pivot - Worst Case,3262100,191224615
Random Pivot - Worst Case,3262100,169385049
End Pivot - Worst Case,3262100,179942882
Middle Pivot - Worst Case,3263100,197775876
Random Pivot - Worst Case,3263100,173642164
End Pivot - Worst Case,3263100,173895634
Middle Pivot - Worst Case,3264100,222370413
Random Pivot - Worst Case,3264100,173466228
End Pivot - Worst Case,3264100,172750828
Middle Pivot - Worst Case,3265100,197742893
Random Pivot - Worst Case,3265100,175228332
End Pivot - Worst Case,3265100,174288646
Middle Pivot - Worst Case,3266100,200278594
Random Pivot - Worst Case,3266100,179971680
End Pivot - Worst Case,3266100,172584941
Middle Pivot - Worst Case,3267100,196154817
Random Pivot - Worst Case,3267100,171825221
End Pivot - Worst Case,3267100,174557244
Middle Pivot - Worst Case,3268100,198160398
Random Pivot - Worst Case,3268100,173505394
End Pivot - Worst Case,3268100,174135279
Middle Pivot - Worst Case,3269100,199139359
Random Pivot - Worst Case,3269100,169804295
End Pivot - Worst Case,3269100,175490634
Middle Pivot - Worst Case,3270100,196848198
Random Pivot - Worst Case,3270100,175056921
End Pivot - Worst Case,3270100,196652414
Middle Pivot - Worst Case,3271100,195674500
Random Pivot - Worst Case,3271100,170089885
End Pivot - Worst Case,3271100,171817681
Middle Pivot - Worst Case,3272100,193485706
Random Pivot - Worst Case,3272100,182519323
End Pivot - Worst Case,3272100,180106401
Middle Pivot - Worst Case,3273100,198778230
Random Pivot - Worst Case,3273100,177496507
End Pivot - Worst Case,3273100,175773600
Middle Pivot - Worst Case,3274100,201621112
Random Pivot - Worst Case,3274100,171030329
End Pivot - Worst Case,3274100,172140012
Middle Pivot - Worst Case,3275100,197626302
Random Pivot - Worst Case,3275100,174379212
End Pivot - Worst Case,3275100,179135094
Middle Pivot - Worst Case,3276100,206338722
Random Pivot - Worst Case,3276100,174776687
End Pivot - Worst Case,3276100,182169769
Middle Pivot - Worst Case,3277100,201707422
Random Pivot - Worst Case,3277100,176718798
End Pivot - Worst Case,3277100,184162645
Middle Pivot - Worst Case,3278100,224318750
Random Pivot - Worst Case,3278100,178831480
End Pivot - Worst Case,3278100,179020295
Middle Pivot - Worst Case,3279100,206589594
Random Pivot - Worst Case,3279100,181898892
End Pivot - Worst Case,3279100,179382732
Middle Pivot - Worst Case,3280100,209774127
Random Pivot - Worst Case,3280100,183720579
End Pivot - Worst Case,3280100,172610220
Middle Pivot - Worst Case,3281100,205713230
Random Pivot - Worst Case,3281100,169689069
End Pivot - Worst Case,3281100,171705317
Middle Pivot - Worst Case,3282100,195712455
Random Pivot - Worst Case,3282100,169479633
End Pivot - Worst Case,3282100,172946517
Middle Pivot - Worst Case,3283100,196046641
Random Pivot - Worst Case,3283100,169742829
End Pivot - Worst Case,3283100,182772947
Middle Pivot - Worst Case,3284100,200995638
Random Pivot - Worst Case,3284100,179047924
End Pivot - Worst Case,3284100,199431904
Middle Pivot - Worst Case,3285100,223412055
Random Pivot - Worst Case,3285100,177943280
End Pivot - Worst Case,3285100,184201504
Middle Pivot - Worst Case,3286100,216508030
Random Pivot - Worst Case,3286100,178443838
End Pivot - Worst Case,3286100,177027679
Middle Pivot - Worst Case,3287100,205067716
Random Pivot - Worst Case,3287100,177697802
End Pivot - Worst Case,3287100,185126838
Middle Pivot - Worst Case,3288100,228905598
Random Pivot - Worst Case,3288100,189526385
End Pivot - Worst Case,3288100,193012321
Middle Pivot - Worst Case,3289100,213204962
Random Pivot - Worst Case,3289100,218452414
End Pivot - Worst Case,3289100,181434645
Middle Pivot - Worst Case,3290100,200724713
Random Pivot - Worst Case,3290100,174914205
End Pivot - Worst Case,3290100,173007030
Middle Pivot - Worst Case,3291100,199471525
Random Pivot - Worst Case,3291100,172617940
End Pivot - Worst Case,3291100,172107060
Middle Pivot - Worst Case,3292100,195737282
Random Pivot - Worst Case,3292100,172174850
End Pivot - Worst Case,3292100,174517691
Middle Pivot - Worst Case,3293100,195884149
Random Pivot - Worst Case,3293100,169984024
End Pivot - Worst Case,3293100,173226325
Middle Pivot - Worst Case,3294100,194070507
Random Pivot - Worst Case,3294100,169228766
End Pivot - Worst Case,3294100,171270790
Middle Pivot - Worst Case,3295100,194966755
Random Pivot - Worst Case,3295100,172888864
End Pivot - Worst Case,3295100,174216997
Middle Pivot - Worst Case,3296100,195622683
Random Pivot - Worst Case,3296100,171601190
End Pivot - Worst Case,3296100,173445358
Middle Pivot - Worst Case,3297100,198438141
Random Pivot - Worst Case,3297100,170264382
End Pivot - Worst Case,3297100,172074908
Middle Pivot - Worst Case,3298100,194746741
Random Pivot - Worst Case,3298100,173660803
End Pivot - Worst Case,3298100,172767339
Middle Pivot - Worst Case,3299100,195535010
Random Pivot - Worst Case,3299100,172426139
End Pivot - Worst Case,3299100,173614380
Middle Pivot - Worst Case,3300100,196116197
Random Pivot - Worst Case,3300100,170780228
End Pivot - Worst Case,3300100,173330692
Middle Pivot - Worst Case,3301100,195376053
Random Pivot - Worst Case,3301100,171754863
End Pivot - Worst Case,3301100,178813522
Middle Pivot - Worst Case,3302100,198575655
Random Pivot - Worst Case,3302100,169671607
End Pivot - Worst Case,3302100,171186788
Middle Pivot - Worst Case,3303100,202482588
Random Pivot - Worst Case,3303100,181292667
End Pivot - Worst Case,3303100,181789483
Middle Pivot - Worst Case,3304100,200055219
Random Pivot - Worst Case,3304100,173835701
End Pivot - Worst Case,3304100,171919793
Middle Pivot - Worst Case,3305100,201080221
Random Pivot - Worst Case,3305100,171437157
End Pivot - Worst Case,3305100,179966511
Middle Pivot - Worst Case,3306100,196375911
Random Pivot - Worst Case,3306100,173718098
End Pivot - Worst Case,3306100,172645595
Middle Pivot - Worst Case,3307100,194749840
Random Pivot - Worst Case,3307100,170536477
End Pivot - Worst Case,3307100,172392676
Middle Pivot - Worst Case,3308100,202624708
Random Pivot - Worst Case,3308100,182725362
End Pivot - Worst Case,3308100,175244359
Middle Pivot - Worst Case,3309100,201770483
Random Pivot - Worst Case,3309100,171690003
End Pivot - Worst Case,3309100,173870131
Middle Pivot - Worst Case,3310100,204548495
Random Pivot - Worst Case,3310100,174626594
End Pivot - Worst Case,3310100,184546667
Middle Pivot - Worst Case,3311100,198907299
Random Pivot - Worst Case,3311100,172702006
End Pivot - Worst Case,3311100,172577733
Middle Pivot - Worst Case,3312100,202035689
Random Pivot - Worst Case,3312100,173218315
End Pivot - Worst Case,3312100,173791700
Middle Pivot - Worst Case,3313100,196084179
Random Pivot - Worst Case,3313100,173892350
End Pivot - Worst Case,3313100,174429954
Middle Pivot - Worst Case,3314100,196363723
Random Pivot - Worst Case,3314100,182091734
End Pivot - Worst Case,3314100,181601455
Middle Pivot - Worst Case,3315100,214624188
Random Pivot - Worst Case,3315100,174107951
End Pivot - Worst Case,3315100,174090142
Middle Pivot - Worst Case,3316100,199625204
Random Pivot - Worst Case,3316100,171945313
End Pivot - Worst Case,3316100,173413603
Middle Pivot - Worst Case,3317100,194517488
Random Pivot - Worst Case,3317100,171213492
End Pivot - Worst Case,3317100,171703584
Middle Pivot - Worst Case,3318100,196929019
Random Pivot - Worst Case,3318100,172764852
End Pivot - Worst Case,3318100,176208715
Middle Pivot - Worst Case,3319100,195697648
Random Pivot - Worst Case,3319100,175805883
End Pivot - Worst Case,3319100,173514810
Middle Pivot - Worst Case,3320100,195063614
Random Pivot - Worst Case,3320100,171550392
End Pivot - Worst Case,3320100,172507651
Middle Pivot - Worst Case,3321100,196220067
Random Pivot - Worst Case,3321100,171330833
End Pivot - Worst Case,3321100,174155948
Middle Pivot - Worst Case,3322100,197342239
Random Pivot - Worst Case,3322100,171916911
End Pivot - Worst Case,3322100,173504583
Middle Pivot - Worst Case,3323100,197546948
Random Pivot - Worst Case,3323100,171087233
End Pivot - Worst Case,3323100,174477408
Middle Pivot - Worst Case,3324100,201998321
Random Pivot - Worst Case,3324100,178117904
End Pivot - Worst Case,3324100,179041455
Middle Pivot - Worst Case,3325100,198821669
Random Pivot - Worst Case,3325100,176564921
End Pivot - Worst Case,3325100,173459069
Middle Pivot - Worst Case,3326100,199930724
Random Pivot - Worst Case,3326100,175827286
End Pivot - Worst Case,3326100,179470564
Middle Pivot - Worst Case,3327100,203796945
Random Pivot - Worst Case,3327100,175913567
End Pivot - Worst Case,3327100,194160239
Middle Pivot - Worst Case,3328100,206360103
Random Pivot - Worst Case,3328100,188801642
End Pivot - Worst Case,3328100,180478308
Middle Pivot - Worst Case,3329100,204418242
Random Pivot - Worst Case,3329100,171085850
End Pivot - Worst Case,3329100,175239049
Middle Pivot - Worst Case,3330100,204270162
Random Pivot - Worst Case,3330100,173282679
End Pivot - Worst Case,3330100,173437678
Middle Pivot - Worst Case,3331100,207971605
Random Pivot - Worst Case,3331100,171869582
End Pivot - Worst Case,3331100,183743651
Middle Pivot - Worst Case,3332100,212502850
Random Pivot - Worst Case,3332100,181405669
End Pivot - Worst Case,3332100,175604718
Middle Pivot - Worst Case,3333100,206594445
Random Pivot - Worst Case,3333100,193252599
End Pivot - Worst Case,3333100,180933593
Middle Pivot - Worst Case,3334100,208752376
Random Pivot - Worst Case,3334100,174748521
End Pivot - Worst Case,3334100,179857580
Middle Pivot - Worst Case,3335100,196427516
Random Pivot - Worst Case,3335100,173529889
End Pivot - Worst Case,3335100,195771857
Middle Pivot - Worst Case,3336100,203570942
Random Pivot - Worst Case,3336100,174356495
End Pivot - Worst Case,3336100,185890996
Middle Pivot - Worst Case,3337100,213897056
Random Pivot - Worst Case,3337100,190606618
End Pivot - Worst Case,3337100,188632596
Middle Pivot - Worst Case,3338100,197451706
Random Pivot - Worst Case,3338100,187656063
End Pivot - Worst Case,3338100,172887310
Middle Pivot - Worst Case,3339100,205566828
Random Pivot - Worst Case,3339100,182006949
End Pivot - Worst Case,3339100,188571316
Middle Pivot - Worst Case,3340100,196341698
Random Pivot - Worst Case,3340100,184459517
End Pivot - Worst Case,3340100,185283150
Middle Pivot - Worst Case,3341100,199382010
Random Pivot - Worst Case,3341100,182345341
End Pivot - Worst Case,3341100,192502176
Middle Pivot - Worst Case,3342100,196497097
Random Pivot - Worst Case,3342100,188594295
End Pivot - Worst Case,3342100,174121436
Middle Pivot - Worst Case,3343100,212148694
Random Pivot - Worst Case,3343100,178009112
End Pivot - Worst Case,3343100,193855013
Middle Pivot - Worst Case,3344100,210260624
Random Pivot - Worst Case,3344100,178834613
End Pivot - Worst Case,3344100,174122061
Middle Pivot - Worst Case,3345100,208379306
Random Pivot - Worst Case,3345100,178354053
End Pivot - Worst Case,3345100,184210598
Middle Pivot - Worst Case,3346100,245429107
Random Pivot - Worst Case,3346100,184630137
End Pivot - Worst Case,3346100,176650458
Middle Pivot - Worst Case,3347100,207336704
Random Pivot - Worst Case,3347100,180876625
End Pivot - Worst Case,3347100,183287628
Middle Pivot - Worst Case,3348100,206179764
Random Pivot - Worst Case,3348100,181344011
End Pivot - Worst Case,3348100,188048790
Middle Pivot - Worst Case,3349100,209022852
Random Pivot - Worst Case,3349100,172020610
End Pivot - Worst Case,3349100,174221473
Middle Pivot - Worst Case,3350100,204054152
Random Pivot - Worst Case,3350100,171889225
End Pivot - Worst Case,3350100,199217373
Middle Pivot - Worst Case,3351100,205548631
Random Pivot - Worst Case,3351100,181041114
End Pivot - Worst Case,3351100,180440026
Middle Pivot - Worst Case,3352100,199740444
Random Pivot - Worst Case,3352100,170104351
End Pivot - Worst Case,3352100,177991823
Middle Pivot - Worst Case,3353100,208353268
Random Pivot - Worst Case,3353100,181608001
End Pivot - Worst Case,3353100,187368851
Middle Pivot - Worst Case,3354100,201732808
Random Pivot - Worst Case,3354100,184443020
End Pivot - Worst Case,3354100,177227602
Middle Pivot - Worst Case,3355100,197942375
Random Pivot - Worst Case,3355100,180308197
End Pivot - Worst Case,3355100,182628853
Middle Pivot - Worst Case,3356100,197089880
Random Pivot - Worst Case,3356100,178311060
End Pivot - Worst Case,3356100,174038218
Middle Pivot - Worst Case,3357100,208812277
Random Pivot - Worst Case,3357100,174361589
End Pivot - Worst Case,3357100,175633245
Middle Pivot - Worst Case,3358100,198195724
Random Pivot - Worst Case,3358100,173205632
End Pivot - Worst Case,3358100,179227182
Middle Pivot - Worst Case,3359100,198987540
Random Pivot - Worst Case,3359100,185401903
End Pivot - Worst Case,3359100,173959653
Middle Pivot - Worst Case,3360100,203981576
Random Pivot - Worst Case,3360100,175851023
End Pivot - Worst Case,3360100,181633612
Middle Pivot - Worst Case,3361100,197097737
Random Pivot - Worst Case,3361100,172757549
End Pivot - Worst Case,3361100,181692547
Middle Pivot - Worst Case,3362100,204154394
Random Pivot - Worst Case,3362100,173018518
End Pivot - Worst Case,3362100,175256316
Middle Pivot - Worst Case,3363100,205079104
Random Pivot - Worst Case,3363100,173512181
End Pivot - Worst Case,3363100,181379817
Middle Pivot - Worst Case,3364100,200790019
Random Pivot - Worst Case,3364100,173201433
End Pivot - Worst Case,3364100,183647541
Middle Pivot - Worst Case,3365100,205444990
Random Pivot - Worst Case,3365100,174283807
End Pivot - Worst Case,3365100,174226490
Middle Pivot - Worst Case,3366100,200330479
Random Pivot - Worst Case,3366100,171719850
End Pivot - Worst Case,3366100,179758764
Middle Pivot - Worst Case,3367100,199968630
Random Pivot - Worst Case,3367100,180304829
End Pivot - Worst Case,3367100,175235835
Middle Pivot - Worst Case,3368100,204743938
Random Pivot - Worst Case,3368100,175248964
End Pivot - Worst Case,3368100,174091791
Middle Pivot - Worst Case,3369100,198074361
Random Pivot - Worst Case,3369100,175177712
End Pivot - Worst Case,3369100,180810165
Middle Pivot - Worst Case,3370100,199412213
Random Pivot - Worst Case,3370100,179560992
End Pivot - Worst Case,3370100,176399895
Middle Pivot - Worst Case,3371100,199504536
Random Pivot - Worst Case,3371100,173803908
End Pivot - Worst Case,3371100,173391291
Middle Pivot - Worst Case,3372100,198660632
Random Pivot - Worst Case,3372100,179425556
End Pivot - Worst Case,3372100,176800125
Middle Pivot - Worst Case,3373100,200844897
Random Pivot - Worst Case,3373100,178255717
End Pivot - Worst Case,3373100,173654601
Middle Pivot - Worst Case,3374100,198678036
Random Pivot - Worst Case,3374100,173215099
End Pivot - Worst Case,3374100,178098551
Middle Pivot - Worst Case,3375100,196697040
Random Pivot - Worst Case,3375100,181832599
End Pivot - Worst Case,3375100,174800816
Middle Pivot - Worst Case,3376100,205938849
Random Pivot - Worst Case,3376100,174601273
End Pivot - Worst Case,3376100,176830480
Middle Pivot - Worst Case,3377100,201891016
Random Pivot - Worst Case,3377100,174160156
End Pivot - Worst Case,3377100,181938694
Middle Pivot - Worst Case,3378100,196031047
Random Pivot - Worst Case,3378100,179926777
End Pivot - Worst Case,3378100,174750086
Middle Pivot - Worst Case,3379100,207635011
Random Pivot - Worst Case,3379100,173664373
End Pivot - Worst Case,3379100,181751768
Middle Pivot - Worst Case,3380100,226294789
Random Pivot - Worst Case,3380100,175913400
End Pivot - Worst Case,3380100,183668913
Middle Pivot - Worst Case,3381100,207832636
Random Pivot - Worst Case,3381100,174739540
End Pivot - Worst Case,3381100,176025122
Middle Pivot - Worst Case,3382100,206140671
Random Pivot - Worst Case,3382100,174675174
End Pivot - Worst Case,3382100,182297509
Middle Pivot - Worst Case,3383100,202259661
Random Pivot - Worst Case,3383100,178961992
End Pivot - Worst Case,3383100,184018100
Middle Pivot - Worst Case,3384100,204883690
Random Pivot - Worst Case,3384100,173386810
End Pivot - Worst Case,3384100,176650405
Middle Pivot - Worst Case,3385100,199836412
Random Pivot - Worst Case,3385100,172996269
End Pivot - Worst Case,3385100,181087411
Middle Pivot - Worst Case,3386100,199298201
Random Pivot - Worst Case,3386100,180538241
End Pivot - Worst Case,3386100,176210915
Middle Pivot - Worst Case,3387100,207010660
Random Pivot - Worst Case,3387100,173503853
End Pivot - Worst Case,3387100,175168408
Middle Pivot - Worst Case,3388100,199477121
Random Pivot - Worst Case,3388100,179593922
End Pivot - Worst Case,3388100,175910483
Middle Pivot - Worst Case,3389100,201211711
Random Pivot - Worst Case,3389100,182301137
End Pivot - Worst Case,3389100,176480564
Middle Pivot - Worst Case,3390100,199065524
Random Pivot - Worst Case,3390100,175323816
End Pivot - Worst Case,3390100,176364935
Middle Pivot - Worst Case,3391100,201534339
Random Pivot - Worst Case,3391100,183993231
End Pivot - Worst Case,3391100,183830395
Middle Pivot - Worst Case,3392100,211915066
Random Pivot - Worst Case,3392100,183249960
End Pivot - Worst Case,3392100,183591308
Middle Pivot - Worst Case,3393100,204195866
Random Pivot - Worst Case,3393100,181694060
End Pivot - Worst Case,3393100,188100577
Middle Pivot - Worst Case,3394100,218749144
Random Pivot - Worst Case,3394100,181791769
End Pivot - Worst Case,3394100,183729866
Middle Pivot - Worst Case,3395100,217731247
Random Pivot - Worst Case,3395100,192904675
End Pivot - Worst Case,3395100,180742306
Middle Pivot - Worst Case,3396100,212269291
Random Pivot - Worst Case,3396100,177166117
End Pivot - Worst Case,3396100,188240007
Middle Pivot - Worst Case,3397100,233947558
Random Pivot - Worst Case,3397100,174509462
End Pivot - Worst Case,3397100,185610490
Middle Pivot - Worst Case,3398100,202906417
Random Pivot - Worst Case,3398100,181874522
End Pivot - Worst Case,3398100,175194277
Middle Pivot - Worst Case,3399100,204084169
Random Pivot - Worst Case,3399100,174722016
End Pivot - Worst Case,3399100,181768984
Middle Pivot - Worst Case,3400100,202334541
Random Pivot - Worst Case,3400100,196074341
End Pivot - Worst Case,3400100,183296671
Middle Pivot - Worst Case,3401100,211773914
Random Pivot - Worst Case,3401100,184171505
End Pivot - Worst Case,3401100,184641762
Middle Pivot - Worst Case,3402100,199392224
Random Pivot - Worst Case,3402100,198848378
End Pivot - Worst Case,3402100,176932674
Middle Pivot - Worst Case,3403100,212740931
Random Pivot - Worst Case,3403100,180398217
End Pivot - Worst Case,3403100,176457035
Middle Pivot - Worst Case,3404100,202313356
Random Pivot - Worst Case,3404100,174107622
End Pivot - Worst Case,3404100,173420916
Middle Pivot - Worst Case,3405100,199563483
Random Pivot - Worst Case,3405100,180593885
End Pivot - Worst Case,3405100,174644641
Middle Pivot - Worst Case,3406100,197681096
Random Pivot - Worst Case,3406100,183421697
End Pivot - Worst Case,3406100,178845774
Middle Pivot - Worst Case,3407100,197900569
Random Pivot - Worst Case,3407100,176174861
End Pivot - Worst Case,3407100,187892770
Middle Pivot - Worst Case,3408100,198263033
Random Pivot - Worst Case,3408100,181980859
End Pivot - Worst Case,3408100,174592625
Middle Pivot - Worst Case,3409100,207404541
Random Pivot - Worst Case,3409100,171924991
End Pivot - Worst Case,3409100,181876835
Middle Pivot - Worst Case,3410100,199669822
Random Pivot - Worst Case,3410100,172968618
End Pivot - Worst Case,3410100,182085116
Middle Pivot - Worst Case,3411100,205231380
Random Pivot - Worst Case,3411100,173273482
End Pivot - Worst Case,3411100,174639920
Middle Pivot - Worst Case,3412100,202596075
Random Pivot - Worst Case,3412100,172409277
End Pivot - Worst Case,3412100,179523685
Middle Pivot - Worst Case,3413100,198657435
Random Pivot - Worst Case,3413100,172146313
End Pivot - Worst Case,3413100,180932997
Middle Pivot - Worst Case,3414100,201068400
Random Pivot - Worst Case,3414100,172434102
End Pivot - Worst Case,3414100,178545066
Middle Pivot - Worst Case,3415100,202721088
Random Pivot - Worst Case,3415100,174639218
End Pivot - Worst Case,3415100,181503792
Middle Pivot - Worst Case,3416100,200163910
Random Pivot - Worst Case,3416100,177279277
End Pivot - Worst Case,3416100,175766584
Middle Pivot - Worst Case,3417100,207401813
Random Pivot - Worst Case,3417100,173899468
End Pivot - Worst Case,3417100,174916312
Middle Pivot - Worst Case,3418100,198806533
Random Pivot - Worst Case,3418100,182147646
End Pivot - Worst Case,3418100,178680781
Middle Pivot - Worst Case,3419100,202148874
Random Pivot - Worst Case,3419100,185416242
End Pivot - Worst Case,3419100,180484024
Middle Pivot - Worst Case,3420100,203125849
Random Pivot - Worst Case,3420100,173175871
End Pivot - Worst Case,3420100,175137786
Middle Pivot - Worst Case,3421100,198553991
Random Pivot - Worst Case,3421100,182244398
End Pivot - Worst Case,3421100,174998012
Middle Pivot - Worst Case,3422100,201655990
Random Pivot - Worst Case,3422100,183316936
End Pivot - Worst Case,3422100,177611948
Middle Pivot - Worst Case,3423100,199022597
Random Pivot - Worst Case,3423100,178479833
End Pivot - Worst Case,3423100,181254244
Middle Pivot - Worst Case,3424100,200177415
Random Pivot - Worst Case,3424100,178681032
End Pivot - Worst Case,3424100,176969810
Middle Pivot - Worst Case,3425100,205847528
Random Pivot - Worst Case,3425100,176588223
End Pivot - Worst Case,3425100,180686139
Middle Pivot - Worst Case,3426100,199018781
Random Pivot - Worst Case,3426100,174713148
End Pivot - Worst Case,3426100,181647307
Middle Pivot - Worst Case,3427100,204413920
Random Pivot - Worst Case,3427100,174218821
End Pivot - Worst Case,3427100,175676231
Middle Pivot - Worst Case,3428100,207333965
Random Pivot - Worst Case,3428100,174333390
End Pivot - Worst Case,3428100,184748672
Middle Pivot - Worst Case,3429100,201377308
Random Pivot - Worst Case,3429100,178873806
End Pivot - Worst Case,3429100,184933704
Middle Pivot - Worst Case,3430100,205151364
Random Pivot - Worst Case,3430100,175597161
End Pivot - Worst Case,3430100,174557127
Middle Pivot - Worst Case,3431100,205095180
Random Pivot - Worst Case,3431100,183580578
End Pivot - Worst Case,3431100,193734206
Middle Pivot - Worst Case,3432100,201694937
Random Pivot - Worst Case,3432100,182238519
End Pivot - Worst Case,3432100,174376200
Middle Pivot - Worst Case,3433100,203255815
Random Pivot - Worst Case,3433100,173460759
End Pivot - Worst Case,3433100,176020011
Middle Pivot - Worst Case,3434100,201545138
Random Pivot - Worst Case,3434100,180784218
End Pivot - Worst Case,3434100,175534934
Middle Pivot - Worst Case,3435100,199709654
Random Pivot - Worst Case,3435100,183936966
End Pivot - Worst Case,3435100,175930378
Middle Pivot - Worst Case,3436100,205965491
Random Pivot - Worst Case,3436100,174849779
End Pivot - Worst Case,3436100,182592875
Middle Pivot - Worst Case,3437100,200657291
