Test,Size,Time
Random Pivot - Worst Case,4881100,266478970
End Pivot - Worst Case,4881100,270031221
Middle Pivot - Worst Case,4882100,301727610
Random Pivot - Worst Case,4882100,269396701
End Pivot - Worst Case,4882100,275870118
Middle Pivot - Worst Case,4883100,318036522
Random Pivot - Worst Case,4883100,264258379
End Pivot - Worst Case,4883100,272583894
Middle Pivot - Worst Case,4884100,327344557
Random Pivot - Worst Case,4884100,262648497
End Pivot - Worst Case,4884100,270113118
Middle Pivot - Worst Case,4885100,316295701
Random Pivot - Worst Case,4885100,279468798
End Pivot - Worst Case,4885100,261799192
Middle Pivot - Worst Case,4886100,318774027
Random Pivot - Worst Case,4886100,286730121
End Pivot - Worst Case,4886100,271353861
Middle Pivot - Worst Case,4887100,310721804
Random Pivot - Worst Case,4887100,268851138
End Pivot - Worst Case,4887100,269592720
Middle Pivot - Worst Case,4888100,320573892
Random Pivot - Worst Case,4888100,266908252
End Pivot - Worst Case,4888100,261163254
Middle Pivot - Worst Case,4889100,301614198
Random Pivot - Worst Case,4889100,283246005
End Pivot - Worst Case,4889100,274667311
Middle Pivot - Worst Case,4890100,298332907
Random Pivot - Worst Case,4890100,259546448
End Pivot - Worst Case,4890100,258844170
Middle Pivot - Worst Case,4891100,320463198
Random Pivot - Worst Case,4891100,257842204
End Pivot - Worst Case,4891100,257634753
Middle Pivot - Worst Case,4892100,296426434
Random Pivot - Worst Case,4892100,253191330
End Pivot - Worst Case,4892100,252946129
Middle Pivot - Worst Case,4893100,289364444
Random Pivot - Worst Case,4893100,250604038
End Pivot - Worst Case,4893100,254663451
Middle Pivot - Worst Case,4894100,299999716
Random Pivot - Worst Case,4894100,262183674
End Pivot - Worst Case,4894100,262337592
Middle Pivot - Worst Case,4895100,300374920
Random Pivot - Worst Case,4895100,256526073
End Pivot - Worst Case,4895100,252497668
Middle Pivot - Worst Case,4896100,301972888
Random Pivot - Worst Case,4896100,256163926
End Pivot - Worst Case,4896100,261466482
Middle Pivot - Worst Case,4897100,323867665
Random Pivot - Worst Case,4897100,264527803
End Pivot - Worst Case,4897100,265167493
Middle Pivot - Worst Case,4898100,301987452
Random Pivot - Worst Case,4898100,251760527
End Pivot - Worst Case,4898100,253171961
Middle Pivot - Worst Case,4899100,318527168
Random Pivot - Worst Case,4899100,264370476
End Pivot - Worst Case,4899100,255112960
Middle Pivot - Worst Case,4900100,310058197
Random Pivot - Worst Case,4900100,255936039
End Pivot - Worst Case,4900100,256548338
Middle Pivot - Worst Case,4901100,300726610
Random Pivot - Worst Case,4901100,254384068
End Pivot - Worst Case,4901100,260384430
Middle Pivot - Worst Case,4902100,285264621
Random Pivot - Worst Case,4902100,250821221
End Pivot - Worst Case,4902100,258645694
Middle Pivot - Worst Case,4903100,294559816
Random Pivot - Worst Case,4903100,257275864
End Pivot - Worst Case,4903100,254611912
Middle Pivot - Worst Case,4904100,288026656
Random Pivot - Worst Case,4904100,252120250
End Pivot - Worst Case,4904100,255663887
Middle Pivot - Worst Case,4905100,287004206
Random Pivot - Worst Case,4905100,250702365
End Pivot - Worst Case,4905100,258220250
Middle Pivot - Worst Case,4906100,290606334
Random Pivot - Worst Case,4906100,251467340
End Pivot - Worst Case,4906100,256930789
Middle Pivot - Worst Case,4907100,291934700
Random Pivot - Worst Case,4907100,252717342
End Pivot - Worst Case,4907100,252696022
Middle Pivot - Worst Case,4908100,288526864
Random Pivot - Worst Case,4908100,251426756
End Pivot - Worst Case,4908100,253777369
Middle Pivot - Worst Case,4909100,287477826
Random Pivot - Worst Case,4909100,250689107
End Pivot - Worst Case,4909100,254581006
Middle Pivot - Worst Case,4910100,288662836
Random Pivot - Worst Case,4910100,253085023
End Pivot - Worst Case,4910100,258202185
Middle Pivot - Worst Case,4911100,288387553
Random Pivot - Worst Case,4911100,252846907
End Pivot - Worst Case,4911100,257095919
Middle Pivot - Worst Case,4912100,288981282
Random Pivot - Worst Case,4912100,251762797
End Pivot - Worst Case,4912100,253496246
Middle Pivot - Worst Case,4913100,287149500
Random Pivot - Worst Case,4913100,250860309
End Pivot - Worst Case,4913100,253154413
Middle Pivot - Worst Case,4914100,287075798
Random Pivot - Worst Case,4914100,252012382
End Pivot - Worst Case,4914100,267687723
Middle Pivot - Worst Case,4915100,296208764
Random Pivot - Worst Case,4915100,257012243
End Pivot - Worst Case,4915100,257673647
Middle Pivot - Worst Case,4916100,300906117
Random Pivot - Worst Case,4916100,263726329
End Pivot - Worst Case,4916100,266232320
Middle Pivot - Worst Case,4917100,299790784
Random Pivot - Worst Case,4917100,262735427
End Pivot - Worst Case,4917100,264622130
Middle Pivot - Worst Case,4918100,308523630
Random Pivot - Worst Case,4918100,268536280
End Pivot - Worst Case,4918100,268925137
Middle Pivot - Worst Case,4919100,303877253
Random Pivot - Worst Case,4919100,252210689
End Pivot - Worst Case,4919100,259197899
Middle Pivot - Worst Case,4920100,289228217
Random Pivot - Worst Case,4920100,271600956
End Pivot - Worst Case,4920100,275883004
Middle Pivot - Worst Case,4921100,301389484
Random Pivot - Worst Case,4921100,262136821
End Pivot - Worst Case,4921100,270643792
Middle Pivot - Worst Case,4922100,293165260
Random Pivot - Worst Case,4922100,256045928
End Pivot - Worst Case,4922100,256959251
Middle Pivot - Worst Case,4923100,291430302
Random Pivot - Worst Case,4923100,259755845
End Pivot - Worst Case,4923100,264009658
Middle Pivot - Worst Case,4924100,300136809
Random Pivot - Worst Case,4924100,267028959
End Pivot - Worst Case,4924100,286388729
Middle Pivot - Worst Case,4925100,298891312
Random Pivot - Worst Case,4925100,259998828
End Pivot - Worst Case,4925100,257528971
Middle Pivot - Worst Case,4926100,298154302
Random Pivot - Worst Case,4926100,271382964
End Pivot - Worst Case,4926100,274039216
Middle Pivot - Worst Case,4927100,298749458
Random Pivot - Worst Case,4927100,254551179
End Pivot - Worst Case,4927100,258089076
Middle Pivot - Worst Case,4928100,294713691
Random Pivot - Worst Case,4928100,264857383
End Pivot - Worst Case,4928100,263399831
Middle Pivot - Worst Case,4929100,295881093
Random Pivot - Worst Case,4929100,267978560
End Pivot - Worst Case,4929100,263406067
Middle Pivot - Worst Case,4930100,292152922
Random Pivot - Worst Case,4930100,272810094
End Pivot - Worst Case,4930100,277567735
Middle Pivot - Worst Case,4931100,300393128
Random Pivot - Worst Case,4931100,277607055
End Pivot - Worst Case,4931100,269143371
Middle Pivot - Worst Case,4932100,298555485
Random Pivot - Worst Case,4932100,261026007
End Pivot - Worst Case,4932100,280375541
Middle Pivot - Worst Case,4933100,310069847
Random Pivot - Worst Case,4933100,263892506
End Pivot - Worst Case,4933100,265069490
Middle Pivot - Worst Case,4934100,290153600
Random Pivot - Worst Case,4934100,266507218
End Pivot - Worst Case,4934100,270192984
Middle Pivot - Worst Case,4935100,301755575
Random Pivot - Worst Case,4935100,261512534
End Pivot - Worst Case,4935100,263106818
Middle Pivot - Worst Case,4936100,309597997
Random Pivot - Worst Case,4936100,272054900
End Pivot - Worst Case,4936100,270293611
Middle Pivot - Worst Case,4937100,295958900
Random Pivot - Worst Case,4937100,264805763
End Pivot - Worst Case,4937100,255212621
Middle Pivot - Worst Case,4938100,292260280
Random Pivot - Worst Case,4938100,255214571
End Pivot - Worst Case,4938100,262269525
Middle Pivot - Worst Case,4939100,291680013
Random Pivot - Worst Case,4939100,260013495
End Pivot - Worst Case,4939100,262348447
Middle Pivot - Worst Case,4940100,294743112
Random Pivot - Worst Case,4940100,254460977
End Pivot - Worst Case,4940100,259952540
Middle Pivot - Worst Case,4941100,299317352
Random Pivot - Worst Case,4941100,270058891
End Pivot - Worst Case,4941100,267355578
Middle Pivot - Worst Case,4942100,297800454
Random Pivot - Worst Case,4942100,270235304
End Pivot - Worst Case,4942100,261601417
Middle Pivot - Worst Case,4943100,304171223
Random Pivot - Worst Case,4943100,267397016
End Pivot - Worst Case,4943100,264730715
Middle Pivot - Worst Case,4944100,288888451
Random Pivot - Worst Case,4944100,272807172
End Pivot - Worst Case,4944100,256850043
Middle Pivot - Worst Case,4945100,308590819
Random Pivot - Worst Case,4945100,265040046
End Pivot - Worst Case,4945100,264979398
Middle Pivot - Worst Case,4946100,304360656
Random Pivot - Worst Case,4946100,261817156
End Pivot - Worst Case,4946100,257366113
Middle Pivot - Worst Case,4947100,292585625
Random Pivot - Worst Case,4947100,266969893
End Pivot - Worst Case,4947100,269100150
Middle Pivot - Worst Case,4948100,301693867
Random Pivot - Worst Case,4948100,266016500
End Pivot - Worst Case,4948100,261731663
Middle Pivot - Worst Case,4949100,305659199
Random Pivot - Worst Case,4949100,267156168
End Pivot - Worst Case,4949100,266832604
Middle Pivot - Worst Case,4950100,301269983
Random Pivot - Worst Case,4950100,273942902
End Pivot - Worst Case,4950100,273199355
Middle Pivot - Worst Case,4951100,303030908
Random Pivot - Worst Case,4951100,275502890
End Pivot - Worst Case,4951100,268211971
Middle Pivot - Worst Case,4952100,298855871
Random Pivot - Worst Case,4952100,256580148
End Pivot - Worst Case,4952100,274031949
Middle Pivot - Worst Case,4953100,293577326
Random Pivot - Worst Case,4953100,269440510
End Pivot - Worst Case,4953100,282501778
Middle Pivot - Worst Case,4954100,301469461
Random Pivot - Worst Case,4954100,261482376
End Pivot - Worst Case,4954100,271132679
Middle Pivot - Worst Case,4955100,298200133
Random Pivot - Worst Case,4955100,261889017
End Pivot - Worst Case,4955100,265233612
Middle Pivot - Worst Case,4956100,291233651
Random Pivot - Worst Case,4956100,255872439
End Pivot - Worst Case,4956100,257026074
Middle Pivot - Worst Case,4957100,290284711
Random Pivot - Worst Case,4957100,255802981
End Pivot - Worst Case,4957100,256055884
Middle Pivot - Worst Case,4958100,292314156
Random Pivot - Worst Case,4958100,257001983
End Pivot - Worst Case,4958100,256880208
Middle Pivot - Worst Case,4959100,292534745
Random Pivot - Worst Case,4959100,258115032
End Pivot - Worst Case,4959100,256435514
Middle Pivot - Worst Case,4960100,293627095
Random Pivot - Worst Case,4960100,262166339
End Pivot - Worst Case,4960100,270726042
Middle Pivot - Worst Case,4961100,304281968
Random Pivot - Worst Case,4961100,283614489
End Pivot - Worst Case,4961100,272512755
Middle Pivot - Worst Case,4962100,292430755
Random Pivot - Worst Case,4962100,254475829
End Pivot - Worst Case,4962100,256576055
Middle Pivot - Worst Case,4963100,291456895
Random Pivot - Worst Case,4963100,270801843
End Pivot - Worst Case,4963100,280612881
Middle Pivot - Worst Case,4964100,297598306
Random Pivot - Worst Case,4964100,263246409
End Pivot - Worst Case,4964100,256597144
Middle Pivot - Worst Case,4965100,292934522
Random Pivot - Worst Case,4965100,255838714
End Pivot - Worst Case,4965100,258113997
Middle Pivot - Worst Case,4966100,303582810
Random Pivot - Worst Case,4966100,270489070
End Pivot - Worst Case,4966100,277177181
Middle Pivot - Worst Case,4967100,297910278
Random Pivot - Worst Case,4967100,264846101
End Pivot - Worst Case,4967100,285871613
Middle Pivot - Worst Case,4968100,301068161
Random Pivot - Worst Case,4968100,256640618
End Pivot - Worst Case,4968100,258206581
Middle Pivot - Worst Case,4969100,313396324
Random Pivot - Worst Case,4969100,265281076
End Pivot - Worst Case,4969100,271307545
Middle Pivot - Worst Case,4970100,305797936
Random Pivot - Worst Case,4970100,268433969
End Pivot - Worst Case,4970100,265644084
Middle Pivot - Worst Case,4971100,310464759
Random Pivot - Worst Case,4971100,277339195
End Pivot - Worst Case,4971100,268752632
Middle Pivot - Worst Case,4972100,318186820
Random Pivot - Worst Case,4972100,261415793
End Pivot - Worst Case,4972100,285116230
Middle Pivot - Worst Case,4973100,303131043
Random Pivot - Worst Case,4973100,266284244
End Pivot - Worst Case,4973100,268381663
Middle Pivot - Worst Case,4974100,301068101
Random Pivot - Worst Case,4974100,264064395
End Pivot - Worst Case,4974100,268737764
Middle Pivot - Worst Case,4975100,301138526
Random Pivot - Worst Case,4975100,262532757
End Pivot - Worst Case,4975100,264388983
Middle Pivot - Worst Case,4976100,300221056
Random Pivot - Worst Case,4976100,264143695
End Pivot - Worst Case,4976100,264167381
Middle Pivot - Worst Case,4977100,299144868
Random Pivot - Worst Case,4977100,264764852
End Pivot - Worst Case,4977100,265340553
Middle Pivot - Worst Case,4978100,298933733
Random Pivot - Worst Case,4978100,262606076
End Pivot - Worst Case,4978100,266659669
Middle Pivot - Worst Case,4979100,300810473
Random Pivot - Worst Case,4979100,263109753
End Pivot - Worst Case,4979100,266387798
Middle Pivot - Worst Case,4980100,297242961
Random Pivot - Worst Case,4980100,262465942
End Pivot - Worst Case,4980100,265672475
Middle Pivot - Worst Case,4981100,297843534
Random Pivot - Worst Case,4981100,259638181
End Pivot - Worst Case,4981100,260216484
Middle Pivot - Worst Case,4982100,296419369
Random Pivot - Worst Case,4982100,260982477
End Pivot - Worst Case,4982100,259220941
Middle Pivot - Worst Case,4983100,298694316
Random Pivot - Worst Case,4983100,258861064
End Pivot - Worst Case,4983100,260379938
Middle Pivot - Worst Case,4984100,298777637
Random Pivot - Worst Case,4984100,258861523
End Pivot - Worst Case,4984100,262437359
Middle Pivot - Worst Case,4985100,296646069
Random Pivot - Worst Case,4985100,259095270
End Pivot - Worst Case,4985100,260947993
Middle Pivot - Worst Case,4986100,294574706
Random Pivot - Worst Case,4986100,258788780
End Pivot - Worst Case,4986100,261940825
Middle Pivot - Worst Case,4987100,296255542
Random Pivot - Worst Case,4987100,257429453
End Pivot - Worst Case,4987100,260396569
Middle Pivot - Worst Case,4988100,309430734
Random Pivot - Worst Case,4988100,264417395
End Pivot - Worst Case,4988100,270982454
Middle Pivot - Worst Case,4989100,302322613
Random Pivot - Worst Case,4989100,264991915
End Pivot - Worst Case,4989100,270476212
Middle Pivot - Worst Case,4990100,308455895
Random Pivot - Worst Case,4990100,281758414
End Pivot - Worst Case,4990100,291225016
Middle Pivot - Worst Case,4991100,305678334
Random Pivot - Worst Case,4991100,265143025
End Pivot - Worst Case,4991100,258868843
Middle Pivot - Worst Case,4992100,304806995
Random Pivot - Worst Case,4992100,260606375
End Pivot - Worst Case,4992100,264210523
Middle Pivot - Worst Case,4993100,298492309
Random Pivot - Worst Case,4993100,257889744
End Pivot - Worst Case,4993100,261048539
Middle Pivot - Worst Case,4994100,295219500
Random Pivot - Worst Case,4994100,257928241
End Pivot - Worst Case,4994100,258864682
Middle Pivot - Worst Case,4995100,295026890
Random Pivot - Worst Case,4995100,260892632
End Pivot - Worst Case,4995100,263312750
Middle Pivot - Worst Case,4996100,308724475
Random Pivot - Worst Case,4996100,277596344
End Pivot - Worst Case,4996100,270905267
Middle Pivot - Worst Case,4997100,308998832
Random Pivot - Worst Case,4997100,266301027
End Pivot - Worst Case,4997100,272601858
Middle Pivot - Worst Case,4998100,300796944
Random Pivot - Worst Case,4998100,259602139
End Pivot - Worst Case,4998100,268212109
Middle Pivot - Worst Case,4999100,301191400
Random Pivot - Worst Case,4999100,263802682
End Pivot - Worst Case,4999100,261259324
Middle Pivot - Worst Case,5000100,299441919
Random Pivot - Worst Case,5000100,271872783
End Pivot - Worst Case,5000100,275013926
Middle Pivot - Worst Case,5001100,301313615
Random Pivot - Worst Case,5001100,260954288
End Pivot - Worst Case,5001100,258562517
Middle Pivot - Worst Case,5002100,293283711
Random Pivot - Worst Case,5002100,258383330
End Pivot - Worst Case,5002100,279219447
Middle Pivot - Worst Case,5003100,303115031
Random Pivot - Worst Case,5003100,285395309
End Pivot - Worst Case,5003100,289233346
Middle Pivot - Worst Case,5004100,297698385
Random Pivot - Worst Case,5004100,259536520
End Pivot - Worst Case,5004100,262762475
Middle Pivot - Worst Case,5005100,307355753
Random Pivot - Worst Case,5005100,264795613
End Pivot - Worst Case,5005100,261416950
Middle Pivot - Worst Case,5006100,305381812
Random Pivot - Worst Case,5006100,264271165
End Pivot - Worst Case,5006100,261787514
Middle Pivot - Worst Case,5007100,305385477
Random Pivot - Worst Case,5007100,262081629
End Pivot - Worst Case,5007100,271628663
Middle Pivot - Worst Case,5008100,311876712
